"","countrycode","year","scenario","gdppc","gini","urbanization"
"8912","NER",2055,"SSP2",2058.863369,33.385142573,38.27
"8913","NER",2055,"SSP3",928.4313712,39.0183435,25.33
"8914","NER",2055,"SSP4",1236.648098,37.52192,54.94
"8915","NER",2055,"SSP5",5695.128005,29.9158705998,54.94
"8916","NER",2060,"SSP1",4921.668048,29.5621628882,59.17
"8917","NER",2060,"SSP2",2400.646884,32.2122859892,40.9
"8918","NER",2060,"SSP3",962.102463,39.1100436667,26.03
"8919","NER",2060,"SSP4",1382.549554,36.8833076667,59.17
"8920","NER",2060,"SSP5",7400.929533,29.1993218271,59.17
"8921","NER",2065,"SSP1",6004.65269,28.8458594929,63.16
"8922","NER",2065,"SSP2",2785.830665,31.0184939328,43.52
"8923","NER",2065,"SSP3",993.964141,39.2055966667,26.68
"8924","NER",2065,"SSP4",1533.22745,35.8991948333,63.16
"8925","NER",2065,"SSP5",9473.273595,28.6123100855,63.16
"8926","NER",2070,"SSP1",7266.646816,28.2716483421,66.87
"8927","NER",2070,"SSP2",3227.724362,30.0534843165,46.12
"8928","NER",2070,"SSP3",1023.854764,39.2988705,27.28
"8929","NER",2070,"SSP4",1688.276727,34.8087326667,66.87
"8930","NER",2070,"SSP5",11966.88839,28.1313917418,66.87
"8931","NER",2075,"SSP1",8730.7823,27.8112985989,70.3
"8932","NER",2075,"SSP2",3745.142563,29.273390381,48.67
"8933","NER",2075,"SSP3",1052.933223,39.3849638333,27.84
"8934","NER",2075,"SSP4",1849.858581,33.2884697576,70.3
"8935","NER",2075,"SSP5",14925.0534,27.7373707249,70.3
"8936","NER",2080,"SSP1",10413.71988,27.4421970592,73.44
"8937","NER",2080,"SSP2",4356.773284,28.6427607017,51.17
"8938","NER",2080,"SSP3",1080.449837,39.4623798333,28.35
"8939","NER",2080,"SSP4",2017.269601,31.9186696534,73.44
"8940","NER",2080,"SSP5",18380.12008,27.4145280859,73.44
"8941","NER",2085,"SSP1",12286.41183,27.1462285756,76.3
"8942","NER",2085,"SSP2",5070.216722,28.13294396,53.6
"8943","NER",2085,"SSP3",1107.438441,39.471984,28.83
"8944","NER",2085,"SSP4",2192.979737,30.8008701643,76.3
"8945","NER",2085,"SSP5",22279.94481,27.1499914599,76.3
"8946","NER",2090,"SSP1",14327.44129,26.9088799503,78.88
"8947","NER",2090,"SSP2",5889.550221,27.7207839029,55.95
"8948","NER",2090,"SSP3",1134.492318,39.2646095,29.26
"8949","NER",2090,"SSP4",2378.75443,29.8950392239,78.88
"8950","NER",2090,"SSP5",26574.43382,26.9332189958,78.88
"8951","NER",2095,"SSP1",16508.31216,26.718522625,81.21
"8952","NER",2095,"SSP2",6814.353537,27.3875648929,58.22
"8953","NER",2095,"SSP3",1159.857554,39.0376698333,29.66
"8954","NER",2095,"SSP4",2571.204944,29.1609637653,81.21
"8955","NER",2095,"SSP5",31195.03752,26.755576952,81.21
"8956","NER",2100,"SSP1",18808.04757,26.5658384394,83.3
"8957","NER",2100,"SSP2",7847.334833,26.7487863894,60.41
"8958","NER",2100,"SSP3",1185.401331,38.7895886667,30.03
"8959","NER",2100,"SSP4",2774.372024,28.5660629091,83.3
"8960","NER",2100,"SSP5",36216.12035,26.6099939369,83.3
"8961","NGA",2025,"SSP1",4490.3459,48.162927627,62.56
"8962","NGA",2025,"SSP2",4125.941445,48.9130233954,59.03
"8963","NGA",2025,"SSP3",3581.519287,49.6594386011,53.94
"8964","NGA",2025,"SSP4",3603.014358,50.2706470562,62.56
"8965","NGA",2025,"SSP5",4652.074925,48.0112664686,62.56
"8966","NGA",2030,"SSP1",5478.741821,47.6551045125,66.31
"8967","NGA",2030,"SSP2",4799.613813,48.831903597,61.58
"8968","NGA",2030,"SSP3",3793.48603,49.9356347271,55.09
"8969","NGA",2030,"SSP4",3893.767926,50.5817386339,66.31
"8970","NGA",2030,"SSP5",5877.181886,47.1841230024,66.31
"8971","NGA",2035,"SSP1",6660.713127,46.6502040252,69.78
"8972","NGA",2035,"SSP2",5570.474459,48.3492803676,63.9
"8973","NGA",2035,"SSP3",3996.943949,50.1036810836,56.15
"8974","NGA",2035,"SSP4",4217.04271,50.9136441385,69.78
"8975","NGA",2035,"SSP5",7446.779946,45.8037991037,69.78
"8976","NGA",2040,"SSP1",8118.200493,45.3229179394,72.95
"8977","NGA",2040,"SSP2",6498.547665,47.7203795769,66
"8978","NGA",2040,"SSP3",4210.969742,50.2814246734,57.11
"8979","NGA",2040,"SSP4",4598.192551,50.57220866,72.95
"8980","NGA",2040,"SSP5",9478.62028,44.8227502581,72.95
"8981","NGA",2045,"SSP1",9854.949861,44.1070503433,75.84
"8982","NGA",2045,"SSP2",7603.640138,47.2930380669,67.91
"8983","NGA",2045,"SSP3",4443.182309,50.4587008173,58
"8984","NGA",2045,"SSP4",5050.312194,50.5949264802,75.84
"8985","NGA",2045,"SSP5",12000.97513,43.4295558283,75.84
"8986","NGA",2050,"SSP1",11827.31188,43.3736996234,78.45
"8987","NGA",2050,"SSP2",8867.116927,46.8805524894,69.64
"8988","NGA",2050,"SSP3",4700.791011,50.6343697935,58.81
"8989","NGA",2050,"SSP4",5590.933997,50.8573544871,78.45
"8990","NGA",2050,"SSP5",14974.59428,42.2274716046,78.45
"8991","NGA",2055,"SSP1",13924.83433,42.2183957216,80.81
"8992","NGA",2055,"SSP2",10279.48114,46.0999727859,71.21
"8993","NGA",2055,"SSP3",4969.403727,50.8131914497,59.55
"8994","NGA",2055,"SSP4",6207.845037,51.0946768961,80.81
"8995","NGA",2055,"SSP5",18264.08755,41.1511572529,80.81
"8996","NGA",2060,"SSP1",16027.37916,41.0613369784,82.92
"8997","NGA",2060,"SSP2",11753.82201,45.222811334,72.65
"8998","NGA",2060,"SSP3",5217.891936,50.952955169,60.23
"8999","NGA",2060,"SSP4",6727.153555,51.3091091706,82.92
"9000","NGA",2060,"SSP5",21707.06132,40.1880268016,82.92
"9001","NGA",2065,"SSP1",18031.61577,40.0192795298,84.82
"9002","NGA",2065,"SSP2",13220.81563,44.7414343846,73.95
"9003","NGA",2065,"SSP3",5428.530026,51.0209054558,60.85
"9004","NGA",2065,"SSP4",7150.236068,51.4965214677,84.82
"9005","NGA",2065,"SSP5",25139.56799,39.312341701,84.82
"9006","NGA",2070,"SSP1",19913.5535,39.1138385759,86.51
"9007","NGA",2070,"SSP2",14647.98069,43.8415786521,75.14
"9008","NGA",2070,"SSP3",5609.267299,51.2054739305,61.42
"9009","NGA",2070,"SSP4",7544.410106,51.6501558887,86.51
"9010","NGA",2070,"SSP5",28493.05577,38.5050908666,86.51
"9011","NGA",2075,"SSP1",21683.77717,38.3487255006,88.02
"9012","NGA",2075,"SSP2",16037.76307,43.1407287288,76.23
"9013","NGA",2075,"SSP3",5757.033803,51.3968394195,61.94
"9014","NGA",2075,"SSP4",7976.002181,51.7628633652,88.02
"9015","NGA",2075,"SSP5",31747.72588,37.7527759391,88.02
"9016","NGA",2080,"SSP1",23374.42755,37.6844622188,89.36
"9017","NGA",2080,"SSP2",17391.10723,42.3680968002,77.24
"9018","NGA",2080,"SSP3",5888.515411,51.5913645738,62.42
"9019","NGA",2080,"SSP4",8478.203091,51.8293563264,89.36
"9020","NGA",2080,"SSP5",35183.6302,37.0667509138,89.36
"9021","NGA",2085,"SSP1",25014.82195,37.0947235323,90.55
"9022","NGA",2085,"SSP2",18721.42444,41.5212130252,78.16
"9023","NGA",2085,"SSP3",6004.498933,51.784760004,62.86
"9024","NGA",2085,"SSP4",9039.11206,51.8471022405,90.55
"9025","NGA",2085,"SSP5",39217.13006,36.4444675985,90.55
"9026","NGA",2090,"SSP1",26633.46199,36.56622356,91.62
"9027","NGA",2090,"SSP2",20020.59143,40.6712644358,79.01
"9028","NGA",2090,"SSP3",6119.11442,51.976604638,63.27
"9029","NGA",2090,"SSP4",9662.351606,51.8152386197,91.62
"9030","NGA",2090,"SSP5",44154.81753,35.873663823,91.62
"9031","NGA",2095,"SSP1",28246.74286,36.0944526451,92.56
"9032","NGA",2095,"SSP2",21281.36023,39.960412171,79.79
"9033","NGA",2095,"SSP3",6224.013347,52.167354501,63.64
"9034","NGA",2095,"SSP4",10322.58882,51.7374467995,92.56
"9035","NGA",2095,"SSP5",50107.56733,35.3396179925,92.56
"9036","NGA",2100,"SSP1",29867.08732,35.6568035623,93.4
"9037","NGA",2100,"SSP2",22510.39056,39.2587533341,80.52
"9038","NGA",2100,"SSP3",6325.629047,52.3581309382,63.99
"9039","NGA",2100,"SSP4",11013.78978,51.7664585963,93.4
"9040","NGA",2100,"SSP5",57077.35205,34.6939866577,93.4
"9041","NIC",2025,"SSP1",3424.607325,44.660441289,68.35
"9042","NIC",2025,"SSP2",3007.109715,45.5348021231,65.46
"9043","NIC",2025,"SSP3",2637.181469,46.3827934556,60.24
"9044","NIC",2025,"SSP4",2678.550366,47.0362278569,68.35
"9045","NIC",2025,"SSP5",3531.759603,44.4702824716,68.35
"9046","NIC",2030,"SSP1",4159.090842,44.081017207,71.64
"9047","NIC",2030,"SSP2",3429.38696,45.4950206351,67.42
"9048","NIC",2030,"SSP3",2792.398631,46.7141519856,61.09
"9049","NIC",2030,"SSP4",2856.511989,47.4251390436,71.64
"9050","NIC",2030,"SSP5",4390.990222,43.5625978325,71.64
"9051","NIC",2035,"SSP1",5054.962315,43.0077958513,74.7
"9052","NIC",2035,"SSP2",3940.521796,44.9392570723,69.1
"9053","NIC",2035,"SSP3",2961.804968,46.8868023821,61.87
"9054","NIC",2035,"SSP4",3054.7328,47.7506054333,74.7
"9055","NIC",2035,"SSP5",5493.880947,42.1661898145,74.7
"9056","NIC",2040,"SSP1",6122.953761,41.625598969,77.53
"9057","NIC",2040,"SSP2",4546.625803,44.2600179712,70.55
"9058","NIC",2040,"SSP3",3128.038523,47.0418925468,62.61
"9059","NIC",2040,"SSP4",3279.214396,47.210155705,77.53
"9060","NIC",2040,"SSP5",6884.867633,41.1614775741,77.53
"9061","NIC",2045,"SSP1",7361.5283,40.3691398105,80.11
"9062","NIC",2045,"SSP2",5252.254732,43.7866172458,71.8
"9063","NIC",2045,"SSP3",3281.716508,47.1973863333,63.29
"9064","NIC",2045,"SSP4",3530.783989,47.0174088209,80.11
"9065","NIC",2045,"SSP5",8586.763753,39.5359409548,80.11
"9066","NIC",2050,"SSP1",8796.932715,39.6034786364,82.45
"9067","NIC",2050,"SSP2",6068.316027,43.2258005991,72.89
"9068","NIC",2050,"SSP3",3421.192119,47.3517874916,63.93
"9069","NIC",2050,"SSP4",3811.025624,47.0491103993,82.45
"9070","NIC",2050,"SSP5",10653.56006,38.1181236167,82.45
"9071","NIC",2055,"SSP1",10624.85582,38.1547751601,84.56
"9072","NIC",2055,"SSP2",7016.577197,42.1758398014,73.84
"9073","NIC",2055,"SSP3",3561.510373,47.5112188257,64.53
"9074","NIC",2055,"SSP4",4120.208119,47.0523926683,84.56
"9075","NIC",2055,"SSP5",13402.68546,36.7699780786,84.56
"9076","NIC",2060,"SSP1",12820.7735,36.6747434446,86.46
"9077","NIC",2060,"SSP2",8084.468787,41.0359986167,74.68
"9078","NIC",2060,"SSP3",3705.347274,47.6271847374,65.09
"9079","NIC",2060,"SSP4",4452.364288,47.0988377238,86.46
"9080","NIC",2060,"SSP5",16830.51662,35.6467195547,86.46
"9081","NIC",2065,"SSP1",15215.92095,35.3935685683,88.15
"9082","NIC",2065,"SSP2",9262.750827,40.3011059954,75.41
"9083","NIC",2065,"SSP3",3858.779041,47.6327529904,65.61
"9084","NIC",2065,"SSP4",4803.429593,47.170173494,88.15
"9085","NIC",2065,"SSP5",20660.67329,34.7106685972,88.15
"9086","NIC",2070,"SSP1",17618.19567,34.3402380486,89.65
"9087","NIC",2070,"SSP2",10575.41775,39.0027800737,76.07
"9088","NIC",2070,"SSP3",4033.004212,47.7564166275,66.1
"9089","NIC",2070,"SSP4",5188.792179,47.1990169017,89.65
"9090","NIC",2070,"SSP5",24579.28415,33.9304886629,89.65
"9091","NIC",2075,"SSP1",19949.48601,33.5052401398,90.97
"9092","NIC",2075,"SSP2",12261.40777,37.9168006653,76.64
"9093","NIC",2075,"SSP3",4228.054696,47.8905825803,66.56
"9094","NIC",2075,"SSP4",5615.959946,47.2647275747,90.97
"9095","NIC",2075,"SSP5",28466.70155,33.280113017,90.97
"9096","NIC",2080,"SSP1",22202.49718,32.8352255347,92.14
"9097","NIC",2080,"SSP2",14278.11332,36.7986790559,77.16
"9098","NIC",2080,"SSP3",4436.240577,48.0319228977,66.99
"9099","NIC",2080,"SSP4",6089.155662,47.282854209,92.14
"9100","NIC",2080,"SSP5",32312.35561,32.7378541388,92.14
"9101","NIC",2085,"SSP1",24411.1764,32.2936897828,93.17
"9102","NIC",2085,"SSP2",16492.40341,35.6431703075,77.62
"9103","NIC",2085,"SSP3",4649.732762,48.191056689,67.39
"9104","NIC",2085,"SSP4",6605.512593,47.2421840424,93.17
"9105","NIC",2085,"SSP5",36492.78885,32.2856644212,93.17
"9106","NIC",2090,"SSP1",26621.97483,31.8559248121,94.07
"9107","NIC",2090,"SSP2",18700.05982,34.5097097744,78.03
"9108","NIC",2090,"SSP3",4870.274689,48.3983979201,67.77
"9109","NIC",2090,"SSP4",7167.84318,47.1399609896,94.07
"9110","NIC",2090,"SSP5",41545.176,31.9085223224,94.07
"9111","NIC",2095,"SSP1",28853.90833,31.5119834683,94.86
"9112","NIC",2095,"SSP2",20822.18245,33.5288259197,78.4
"9113","NIC",2095,"SSP3",5099.263715,48.6098628621,68.12
"9114","NIC",2095,"SSP4",7779.878723,46.9809332194,94.86
"9115","NIC",2095,"SSP5",47852.89466,31.5939225669,94.86
"9116","NIC",2100,"SSP1",31149.95799,31.2338403422,95.55
"9117","NIC",2100,"SSP2",22842.27712,32.6505409058,78.73
"9118","NIC",2100,"SSP3",5342.024131,48.8254881199,68.45
"9119","NIC",2100,"SSP4",8441.216201,46.9123120196,95.55
"9120","NIC",2100,"SSP5",55675.61673,31.1473256488,95.55
"9121","NLD",2025,"SSP1",53877.48846,26.906397,86.75
"9122","NLD",2025,"SSP2",54078.46319,27.503706,86.75
"9123","NLD",2025,"SSP3",50326.79645,28.478016,86.75
"9124","NLD",2025,"SSP4",54255.00437,28.578146,86.75
"9125","NLD",2025,"SSP5",54171.85943,26.840225,86.75
"9126","NLD",2030,"SSP1",59179.89788,26.830759,87.91
"9127","NLD",2030,"SSP2",59092.9719,27.728508,87.91
"9128","NLD",2030,"SSP3",53611.17049,29.157274,87.91
"9129","NLD",2030,"SSP4",59094.33401,29.346701,87.91
"9130","NLD",2030,"SSP5",60021.95038,26.714489,87.91
"9131","NLD",2035,"SSP1",64491.4162,26.631491,89
"9132","NLD",2035,"SSP2",63986.03929,27.894594,89
"9133","NLD",2035,"SSP3",56840.13056,29.851728,89
"9134","NLD",2035,"SSP4",63573.79734,30.166416,89
"9135","NLD",2035,"SSP5",66249.12969,26.440645,89
"9136","NLD",2040,"SSP1",69828.05496,26.302521,90.02
"9137","NLD",2040,"SSP2",68823.03049,28.006542,90.02
"9138","NLD",2040,"SSP3",60132.43582,30.569641,90.02
"9139","NLD",2040,"SSP4",67863.17447,31.015604,90.02
"9140","NLD",2040,"SSP5",72756.77859,25.981728,90.02
"9141","NLD",2045,"SSP1",75181.04284,25.838802,90.97
"9142","NLD",2045,"SSP2",73619.30219,28.063757,90.97
"9143","NLD",2045,"SSP3",63490.33671,31.308918,90.97
"9144","NLD",2045,"SSP4",72090.01983,31.883795,90.97
"9145","NLD",2045,"SSP5",79443.2461,25.314375,90.97
"9146","NLD",2050,"SSP1",80541.53015,25.242777,91.84
"9147","NLD",2050,"SSP2",78389.57384,28.065657,91.84
"9148","NLD",2050,"SSP3",66966.17954,32.070366,91.84
"9149","NLD",2050,"SSP4",76378.4274,32.774933,91.84
"9150","NLD",2050,"SSP5",86189.87893,24.423824,91.84
"9151","NLD",2055,"SSP1",85921.60373,24.713127,92.65
"9152","NLD",2055,"SSP2",83146.18977,28.018263,92.65
"9153","NLD",2055,"SSP3",70578.33254,32.849716,92.65
"9154","NLD",2055,"SSP4",80792.62471,33.687607,92.65
"9155","NLD",2055,"SSP5",93006.44649,23.657795,92.65
"9156","NLD",2060,"SSP1",91343.02377,24.135229,93.39
"9157","NLD",2060,"SSP2",87915.90863,27.928467,93.39
"9158","NLD",2060,"SSP3",74345.17792,33.64146,93.39
"9159","NLD",2060,"SSP4",85356.74816,34.618771,93.39
"9160","NLD",2060,"SSP5",99972.82461,22.811251,93.39
"9161","NLD",2065,"SSP1",96954.73037,23.518698,94.06
"9162","NLD",2065,"SSP2",92792.3849,27.807093,94.06
"9163","NLD",2065,"SSP3",78285.58549,34.443214,94.06
"9164","NLD",2065,"SSP4",90106.87602,35.569092,94.06
"9165","NLD",2065,"SSP5",107364.4691,21.896566,94.06
"9166","NLD",2070,"SSP1",102885.0675,22.87052,94.68
"9167","NLD",2070,"SSP2",97821.46455,27.662933,94.68
"9168","NLD",2070,"SSP3",82473.23676,35.256058,94.68
"9169","NLD",2070,"SSP4",95067.39573,36.542576,94.68
"9170","NLD",2070,"SSP5",115304.2777,20.908983,94.68
"9171","NLD",2075,"SSP1",109214.4703,22.194708,95.24
"9172","NLD",2075,"SSP2",103040.8488,27.499939,95.24
"9173","NLD",2075,"SSP3",86945.56021,36.076317,95.24
"9174","NLD",2075,"SSP4",100244.1203,37.536808,95.24
"9175","NLD",2075,"SSP5",123818.1109,19.842939,95.24
"9176","NLD",2080,"SSP1",115855.8363,21.503412,95.75
"9177","NLD",2080,"SSP2",108509.0127,27.318048,95.75
"9178","NLD",2080,"SSP3",91761.07136,36.900711,95.75
"9179","NLD",2080,"SSP4",105728.1617,38.547493,95.75
"9180","NLD",2080,"SSP5",132756.768,18.8555534358,95.75
"9181","NLD",2085,"SSP1",122942.0874,20.799202,96.2
"9182","NLD",2085,"SSP2",114219.3485,27.116646,96.2
"9183","NLD",2085,"SSP3",96897.04149,37.727993,96.2
"9184","NLD",2085,"SSP4",111563.7964,39.570805,96.2
"9185","NLD",2085,"SSP5",142235.1265,18.0694775004,96.2
"9186","NLD",2090,"SSP1",130611.267,20.092968,96.62
"9187","NLD",2090,"SSP2",120196.422,26.896246,96.62
"9188","NLD",2090,"SSP3",102333.8047,38.557613,96.62
"9189","NLD",2090,"SSP4",117812.7715,40.60194,96.62
"9190","NLD",2090,"SSP5",152430.9126,17.443667889,96.62
"9191","NLD",2095,"SSP1",138698.6024,19.371113,96.99
"9192","NLD",2095,"SSP2",126411.337,26.661295,96.99
"9193","NLD",2095,"SSP3",108008.5876,39.390171,96.99
"9194","NLD",2095,"SSP4",124414.8455,41.647465,96.99
"9195","NLD",2095,"SSP5",163319.0776,16.9454492665,96.99
"9196","NLD",2100,"SSP1",147058.2332,18.637783,97.32
"9197","NLD",2100,"SSP2",132930.9792,26.41567,97.32
"9198","NLD",2100,"SSP3",113911.6071,40.226505,97.32
"9199","NLD",2100,"SSP4",131379.3022,42.710373,97.32
"9200","NLD",2100,"SSP5",174878.7368,16.5488081935,97.32
"9201","NOR",2025,"SSP1",64982.31381,25.8567675,87.83
"9202","NOR",2025,"SSP2",64978.06227,26.1347519444,84.61
"9203","NOR",2025,"SSP3",54139.45387,26.5287522778,82.58
"9204","NOR",2025,"SSP4",66477.88821,26.6193403333,84.61
"9205","NOR",2025,"SSP5",64992.41097,25.8225065556,87.83
"9206","NOR",2030,"SSP1",71307.11046,25.8414788333,90.05
"9207","NOR",2030,"SSP2",71002.677,26.256093,85.85
"9208","NOR",2030,"SSP3",56044.58939,26.85716,83.73
"9209","NOR",2030,"SSP4",73079.5298,27.0020893333,85.85
"9210","NOR",2030,"SSP5",71996.90303,25.7852028889,90.05
"9211","NOR",2035,"SSP1",77230.59609,25.7506472778,91.96
"9212","NOR",2035,"SSP2",76473.66225,26.3410230556,86.91
"9213","NOR",2035,"SSP3",58125.06536,27.1849973333,84.92
"9214","NOR",2035,"SSP4",78820.97853,27.4032206667,86.91
"9215","NOR",2035,"SSP5",79076.19468,25.6640773889,91.96
"9216","NOR",2040,"SSP1",82716.95739,25.5814800556,93.56
"9217","NOR",2040,"SSP2",81397.9237,26.3958439444,87.84
"9218","NOR",2040,"SSP3",60422.5695,27.5193658333,86.12
"9219","NOR",2040,"SSP4",83902.87801,27.8120478333,87.84
"9220","NOR",2040,"SSP5",85934.23814,25.4369562778,93.56
"9221","NOR",2045,"SSP1",87880.44706,25.3372710556,94.89
"9222","NOR",2045,"SSP2",85912.38496,26.4246506667,88.65
"9223","NOR",2045,"SSP3",62967.9421,27.8638266111,87.32
"9224","NOR",2045,"SSP4",88705.68554,28.2251254444,88.65
"9225","NOR",2045,"SSP5",92488.59856,25.0976253333,94.89
"9226","NOR",2050,"SSP1",92792.11785,25.0157958333,95.97
"9227","NOR",2050,"SSP2",90118.38441,26.4299990556,89.37
"9228","NOR",2050,"SSP3",65749.95639,28.2218071667,88.52
"9229","NOR",2050,"SSP4",93459.28384,28.6482964444,89.37
"9230","NOR",2050,"SSP5",98687.7496,24.6287036111,95.97
"9231","NOR",2055,"SSP1",97660.1816,24.7579567222,96.84
"9232","NOR",2055,"SSP2",94221.96856,26.4168053333,90
"9233","NOR",2055,"SSP3",68782.83307,28.5940780556,89.68
"9234","NOR",2055,"SSP4",98337.4852,29.0835920556,90
"9235","NOR",2055,"SSP5",104820.0704,24.2572096667,96.84
"9236","NOR",2060,"SSP1",102640.5192,24.4785607778,97.53
"9237","NOR",2060,"SSP2",98398.59887,26.3868759444,90.57
"9238","NOR",2060,"SSP3",72068.34142,28.9771216111,90.8
"9239","NOR",2060,"SSP4",103408.7542,29.529277,90.57
"9240","NOR",2060,"SSP5",111172.0652,23.8469780556,97.53
"9241","NOR",2065,"SSP1",108051.7688,24.1777066667,98.08
"9242","NOR",2065,"SSP2",102881.7373,26.3427164444,91.09
"9243","NOR",2065,"SSP3",75612.52937,29.368125,91.87
"9244","NOR",2065,"SSP4",108795.8331,29.9844228333,91.09
"9245","NOR",2065,"SSP5",118219.4615,23.3989391495,98.08
"9246","NOR",2070,"SSP1",113913.0263,23.8549202778,98.51
"9247","NOR",2070,"SSP2",107597.0715,26.2739015556,91.55
"9248","NOR",2070,"SSP3",79368.53588,29.7659869444,92.86
"9249","NOR",2070,"SSP4",114415.445,30.4491053333,91.55
"9250","NOR",2070,"SSP5",125893.6551,22.9438393784,98.51
"9251","NOR",2075,"SSP1",120156.94,23.5114453889,98.85
"9252","NOR",2075,"SSP2",112490.5593,26.1472535556,91.97
"9253","NOR",2075,"SSP3",83328.07145,30.1689042222,93.78
"9254","NOR",2075,"SSP4",120236.7515,30.9075611667,91.97
"9255","NOR",2075,"SSP5",134002.7488,22.4867536657,98.85
"9256","NOR",2080,"SSP1",126615.3167,23.152089,99.11
"9257","NOR",2080,"SSP2",117537.8788,26.0087951667,92.35
"9258","NOR",2080,"SSP3",87497.47534,30.5756422222,94.62
"9259","NOR",2080,"SSP4",126265.114,31.336722,92.35
"9260","NOR",2080,"SSP5",142339.9493,22.0331674356,99.11
"9261","NOR",2085,"SSP1",133418.5034,22.779494,99.32
"9262","NOR",2085,"SSP2",122764.6373,25.8606212778,92.7
"9263","NOR",2085,"SSP3",91878.45488,30.9852952222,95.37
"9264","NOR",2085,"SSP4",132516.1384,31.7693835,92.7
"9265","NOR",2085,"SSP5",151102.0726,21.6243362992,99.32
"9266","NOR",2090,"SSP1",140771.5404,22.4066580556,99.47
"9267","NOR",2090,"SSP2",128297.8179,25.7039405,93.02
"9268","NOR",2090,"SSP3",96479.68288,31.3967565,96.04
"9269","NOR",2090,"SSP4",139106.5988,32.2021285,93.02
"9270","NOR",2090,"SSP5",160593.4235,21.2565538213,99.47
"9271","NOR",2095,"SSP1",148549.7981,22.0015033889,99.59
"9272","NOR",2095,"SSP2",134163.5356,25.5384223889,93.32
"9273","NOR",2095,"SSP3",101283.6644,31.8090115,96.63
"9274","NOR",2095,"SSP4",146006.6196,32.6346683889,93.32
"9275","NOR",2095,"SSP5",170819.89,20.9247326326,99.59
"9276","NOR",2100,"SSP1",156752.2607,21.5725838889,99.69
"9277","NOR",2100,"SSP2",140424.9283,25.3227857222,93.59
"9278","NOR",2100,"SSP3",106312.0591,32.221703,97.15
"9279","NOR",2100,"SSP4",153294.4622,33.0671585,93.59
"9280","NOR",2100,"SSP5",181784.8717,20.6050161493,99.69
"9281","NPL",2025,"SSP1",1853.353088,38.0888036667,31.23
"9282","NPL",2025,"SSP2",1747.466678,38.878608,25.43
"9283","NPL",2025,"SSP3",1528.490942,39.7086256667,22.26
"9284","NPL",2025,"SSP4",1556.777631,39.974633,31.23
"9285","NPL",2025,"SSP5",1929.700938,38.023004,31.23
"9286","NPL",2030,"SSP1",2224.219528,37.763117,36.1
"9287","NPL",2030,"SSP2",1936.839436,38.6143428333,27.93
"9288","NPL",2030,"SSP3",1611.448185,39.8650938333,23.42
"9289","NPL",2030,"SSP4",1691.648146,39.913741,36.1
"9290","NPL",2030,"SSP5",2410.564015,37.370378098,36.1
"9291","NPL",2035,"SSP1",2767.70777,36.7870501667,41.14
"9292","NPL",2035,"SSP2",2177.518284,38.2886986667,30.52
"9293","NPL",2035,"SSP3",1684.232805,40.00535,24.56
"9294","NPL",2035,"SSP4",1840.038494,39.7579666667,41.14
"9295","NPL",2035,"SSP5",3148.108557,35.832592639,41.14
"9296","NPL",2040,"SSP1",3522.722371,35.3895423454,46.23
"9297","NPL",2040,"SSP2",2515.679192,37.644846,33.18
"9298","NPL",2040,"SSP3",1733.799588,40.0832308333,25.65
"9299","NPL",2040,"SSP4",1988.045513,39.5643013333,46.23
"9300","NPL",2040,"SSP5",4221.038628,34.4313727593,46.23
"9301","NPL",2045,"SSP1",4514.251475,34.0292837585,51.26
"9302","NPL",2045,"SSP2",2964.965269,36.781187,35.89
"9303","NPL",2045,"SSP3",1765.284582,40.1580441667,26.7
"9304","NPL",2045,"SSP4",2137.764268,39.3388215,51.26
"9305","NPL",2045,"SSP5",5698.922416,33.1584491833,51.26
"9306","NPL",2050,"SSP1",5760.632935,32.8253453291,56.12
"9307","NPL",2050,"SSP2",3537.592947,35.7927171667,38.62
"9308","NPL",2050,"SSP3",1777.299727,40.2343691667,27.7
"9309","NPL",2050,"SSP4",2283.219786,39.0917176667,56.12
"9310","NPL",2050,"SSP5",7644.197702,32.0905890314,56.12
"9311","NPL",2055,"SSP1",7243.115827,31.7558059019,60.73
"9312","NPL",2055,"SSP2",4233.270244,34.6851425729,41.36
"9313","NPL",2055,"SSP3",1790.286332,40.3183435,28.66
"9314","NPL",2055,"SSP4",2446.880106,38.82192,60.73
"9315","NPL",2055,"SSP5",10068.48329,31.2158705998,60.73
"9316","NPL",2060,"SSP1",8920.429959,30.8621628882,65.04
"9317","NPL",2060,"SSP2",5049.119345,33.5122859892,44.07
"9318","NPL",2060,"SSP3",1814.24524,40.4100436667,29.56
"9319","NPL",2060,"SSP4",2643.874347,38.1833076667,65.04
"9320","NPL",2060,"SSP5",12942.49817,30.4993218271,65.04
"9321","NPL",2065,"SSP1",10730.82405,30.1458594929,69.01
"9322","NPL",2065,"SSP2",5979.125329,32.3184939328,46.75
"9323","NPL",2065,"SSP3",1851.544936,40.5055966667,30.42
"9324","NPL",2065,"SSP4",2878.652426,37.1991948333,69.01
"9325","NPL",2065,"SSP5",16183.55415,29.9123100855,69.01
"9326","NPL",2070,"SSP1",12628.82786,29.5716483421,72.63
"9327","NPL",2070,"SSP2",7018.919907,31.3534843165,49.38
"9328","NPL",2070,"SSP3",1899.280305,40.5988705,31.22
"9329","NPL",2070,"SSP4",3148.761236,36.1087326667,72.63
"9330","NPL",2070,"SSP5",19711.39985,29.4313917418,72.63
"9331","NPL",2075,"SSP1",14572.24978,29.1112985989,75.9
