"","countrycode","year","scenario","gdppc","gini","urbanization"
"3971","FIN",2075,"SSP1",79159.40558,22.717855,94.5
"3972","FIN",2075,"SSP2",73964.35424,28.473612,94.5
"3973","FIN",2075,"SSP3",57267.39523,35.132591,94.5
"3974","FIN",2075,"SSP4",76163.43426,37.077484,94.5
"3975","FIN",2075,"SSP5",102084.5635,20.89237,94.5
"3976","FIN",2080,"SSP1",83934.65932,22.205883,94.89
"3977","FIN",2080,"SSP2",77776.89389,28.457861,94.89
"3978","FIN",2080,"SSP3",60361.49656,35.95647,94.89
"3979","FIN",2080,"SSP4",80317.81367,38.118656,94.89
"3980","FIN",2080,"SSP5",110695.162,20.032316,94.89
"3981","FIN",2085,"SSP1",89086.31633,21.668056,95.25
"3982","FIN",2085,"SSP2",81770.01499,28.42366,95.25
"3983","FIN",2085,"SSP3",63585.12672,36.787571,95.25
"3984","FIN",2085,"SSP4",84676.0357,39.177471,95.25
"3985","FIN",2085,"SSP5",119981.7603,19.099632,95.25
"3986","FIN",2090,"SSP1",94632.03166,21.123131,95.59
"3987","FIN",2090,"SSP2",85940.40481,28.380938,95.59
"3988","FIN",2090,"SSP3",66962.14754,37.625305,95.59
"3989","FIN",2090,"SSP4",89208.26092,40.25124,95.59
"3990","FIN",2090,"SSP5",130074.4594,18.123854,95.59
"3991","FIN",2095,"SSP1",100461.4616,20.573538,95.9
"3992","FIN",2095,"SSP2",90325.27388,28.333166,95.9
"3993","FIN",2095,"SSP3",70521.48958,38.465843,95.9
"3994","FIN",2095,"SSP4",93936.83385,41.338055,95.9
"3995","FIN",2095,"SSP5",140941.2918,17.105837,95.9
"3996","FIN",2100,"SSP1",106626.9546,20.012434,96.18
"3997","FIN",2100,"SSP2",95010.58452,28.278469,96.18
"3998","FIN",2100,"SSP3",74285.82657,39.306778,96.18
"3999","FIN",2100,"SSP4",98988.58288,42.440975,96.18
"4000","FIN",2100,"SSP5",152634.9274,16.02413,96.18
"4001","FJI",2025,"SSP1",9046.863879,47.9606137975,64.36
"4002","FJI",2025,"SSP2",8666.557417,48.7391371654,61.43
"4003","FJI",2025,"SSP3",8351.163705,49.487523467,54.65
"4004","FJI",2025,"SSP4",8304.92244,50.1128560842,64.36
"4005","FJI",2025,"SSP5",9247.18006,47.8031675013,64.36
"4006","FJI",2030,"SSP1",11609.95476,47.4559194293,67.88
"4007","FJI",2030,"SSP2",10770.55214,48.673073731,63.8
"4008","FJI",2030,"SSP3",10102.50774,49.7759176201,55.57
"4009","FJI",2030,"SSP4",9882.178722,50.4286158575,67.88
"4010","FJI",2030,"SSP5",12028.3237,46.9614931226,67.88
"4011","FJI",2035,"SSP1",14069.01055,46.4042124392,71.09
"4012","FJI",2035,"SSP2",12653.21498,48.1547617816,65.86
"4013","FJI",2035,"SSP3",11531.38749,49.9381020165,56.48
"4014","FJI",2035,"SSP4",11059.62481,50.763145818,71.09
"4015","FJI",2035,"SSP5",14822.49383,45.5116881144,71.09
"4016","FJI",2040,"SSP1",16294.9344,45.0048882153,73.99
"4017","FJI",2040,"SSP2",14293.08407,47.480378221,67.64
"4018","FJI",2040,"SSP3",12617.88581,50.1090191269,57.39
"4019","FJI",2040,"SSP4",11908.79393,50.3322461595,73.99
"4020","FJI",2040,"SSP5",17515.54032,44.5211869062,73.99
"4021","FJI",2045,"SSP1",18369.93547,43.7459286247,76.6
"4022","FJI",2045,"SSP2",15819.74583,47.0366212046,69.19
"4023","FJI",2045,"SSP3",13487.24778,50.2788649836,58.29
"4024","FJI",2045,"SSP4",12599.87733,50.3135103322,76.6
"4025","FJI",2045,"SSP5",20185.84456,43.055329693,76.6
"4026","FJI",2050,"SSP1",20362.85539,43.0375303034,78.94
"4027","FJI",2050,"SSP2",17338.50943,46.6055400492,70.55
"4028","FJI",2050,"SSP3",14245.37336,50.4465861777,59.17
"4029","FJI",2050,"SSP4",13257.27035,50.5673725589,78.94
"4030","FJI",2050,"SSP5",22897.60644,41.8118078113,78.94
"4031","FJI",2055,"SSP1",22533.63248,41.8117747499,81.05
"4032","FJI",2055,"SSP2",19026.26875,45.7576465022,71.74
"4033","FJI",2055,"SSP3",15023.9917,50.6173549119,60.05
"4034","FJI",2055,"SSP4",13979.21502,50.8000263929,81.05
"4035","FJI",2055,"SSP5",25953.427,40.6775543277,81.05
"4036","FJI",2060,"SSP1",25354.19642,40.5774558592,82.94
"4037","FJI",2060,"SSP2",20858.75848,44.8062089076,72.79
"4038","FJI",2060,"SSP3",15809.8797,50.7444660028,60.92
"4039","FJI",2060,"SSP4",14739.29233,51.0128475385,82.94
"4040","FJI",2060,"SSP5",30000.29238,39.6789963626,82.94
"4041","FJI",2065,"SSP1",28671.06307,39.4764011211,84.63
"4042","FJI",2065,"SSP2",22832.01715,44.2970568955,73.72
"4043","FJI",2065,"SSP3",16603.8021,50.7883606982,61.78
"4044","FJI",2065,"SSP4",15505.76469,51.200330857,84.63
"4045","FJI",2065,"SSP5",34827.91003,38.7884003221,84.63
"4046","FJI",2070,"SSP1",32171.5924,38.5319087826,86.14
"4047","FJI",2070,"SSP2",24910.62836,43.3071979953,74.54
"4048","FJI",2070,"SSP3",17406.68563,50.9640491899,62.63
"4049","FJI",2070,"SSP4",16264.45325,51.3542385021,86.14
"4050","FJI",2070,"SSP5",40465.74532,37.9845194545,86.14
"4051","FJI",2075,"SSP1",35723.70117,37.7476672344,87.5
"4052","FJI",2075,"SSP2",27046.65722,42.5390350409,75.28
"4053","FJI",2075,"SSP3",18210.06377,51.1491401497,63.47
"4054","FJI",2075,"SSP4",17004.95939,51.4661864751,87.5
"4055","FJI",2075,"SSP5",46873.20527,37.2514461354,87.5
"4056","FJI",2080,"SSP1",39540.42213,37.0792902952,88.72
"4057","FJI",2080,"SSP2",29290.32585,41.6922986197,75.93
"4058","FJI",2080,"SSP3",19047.53559,51.3398415749,64.3
"4059","FJI",2080,"SSP4",17797.10349,51.5300037753,88.72
"4060","FJI",2080,"SSP5",54230.66807,36.5935616426,88.72
"4061","FJI",2085,"SSP1",43855.85521,36.4975117755,89.81
"4062","FJI",2085,"SSP2",32362.75046,40.7641676289,76.52
"4063","FJI",2085,"SSP3",19958.05032,51.532049029,65.12
"4064","FJI",2085,"SSP4",18709.90909,51.5426815673,89.81
"4065","FJI",2085,"SSP5",62659.08094,36.0051058299,89.81
"4066","FJI",2090,"SSP1",48770.21357,35.986550295,90.79
"4067","FJI",2090,"SSP2",36299.19487,39.8339828469,77.05
"4068","FJI",2090,"SSP3",20959.62419,51.7248493119,65.93
"4069","FJI",2090,"SSP4",19769.56106,51.503096493,90.79
"4070","FJI",2090,"SSP5",72256.56398,35.4733337545,90.79
"4071","FJI",2095,"SSP1",54276.66776,35.5419440553,91.67
"4072","FJI",2095,"SSP2",40972.78774,39.0598082474,77.52
"4073","FJI",2095,"SSP3",22033.96359,51.918348199,66.72
"4074","FJI",2095,"SSP4",20952.90561,51.4151076939,91.67
"4075","FJI",2095,"SSP5",83065.67406,34.9840878569,91.67
"4076","FJI",2100,"SSP1",60399.56885,35.1383945313,92.47
"4077","FJI",2100,"SSP2",46067.00437,38.2972329473,77.95
"4078","FJI",2100,"SSP3",23178.14437,52.113459762,67.51
"4079","FJI",2100,"SSP4",22211.38523,51.448359538,92.47
"4080","FJI",2100,"SSP5",95223.54645,34.3677616063,92.47
"4081","FRA",2025,"SSP1",44592.36274,28.435722,88.42
"4082","FRA",2025,"SSP2",44436.55975,28.702557,88.42
"4083","FRA",2025,"SSP3",31071.37224,29.537613,88.42
"4084","FRA",2025,"SSP4",44912.77076,29.677956,88.42
"4085","FRA",2025,"SSP5",44815.17524,28.39525,88.42
"4086","FRA",2030,"SSP1",51534.45619,28.328964,89.26
"4087","FRA",2030,"SSP2",51065.94588,28.780186,89.26
"4088","FRA",2030,"SSP3",32245.84872,30.047569,89.26
"4089","FRA",2030,"SSP4",51587.68128,30.30398,89.26
"4090","FRA",2030,"SSP5",52292.76752,28.262339,89.26
"4091","FRA",2035,"SSP1",58424.97466,28.118732,90.01
"4092","FRA",2035,"SSP2",57524.50451,28.799032,90.01
"4093","FRA",2035,"SSP3",33888.52067,30.565626,90.01
"4094","FRA",2035,"SSP4",57862.72841,30.998167,90.01
"4095","FRA",2035,"SSP5",60118.20008,28.010492,90.01
"4096","FRA",2040,"SSP1",64987.64831,27.795055,90.7
"4097","FRA",2040,"SSP2",63565.82102,28.773661,90.7
"4098","FRA",2040,"SSP3",35841.91943,31.106462,90.7
"4099","FRA",2040,"SSP4",63597.67024,31.734373,90.7
"4100","FRA",2040,"SSP5",67912.94649,27.591578,90.7
"4101","FRA",2045,"SSP1",71205.10898,27.35733,91.31
"4102","FRA",2045,"SSP2",69175.14102,28.715935,91.31
"4103","FRA",2045,"SSP3",37978.24238,31.679737,91.31
"4104","FRA",2045,"SSP4",68896.9907,32.500748,91.31
"4105","FRA",2045,"SSP5",75540.03491,26.986475,91.31
"4106","FRA",2050,"SSP1",77164.54156,26.814026,91.88
"4107","FRA",2050,"SSP2",74422.65547,28.633339,91.88
"4108","FRA",2050,"SSP3",40222.44669,32.294697,91.88
"4109","FRA",2050,"SSP4",73897.71199,33.304855,91.88
"4110","FRA",2050,"SSP5",82968.59263,26.19154,91.88
"4111","FRA",2055,"SSP1",83018.64453,26.310705,92.39
"4112","FRA",2055,"SSP2",79435.48982,28.532099,92.39
"4113","FRA",2055,"SSP3",42542.80187,32.950394,92.39
"4114","FRA",2055,"SSP4",78743.5645,34.145622,92.39
"4115","FRA",2055,"SSP5",90356.85215,25.505562,92.39
"4116","FRA",2060,"SSP1",88774.35174,25.777916,92.86
"4117","FRA",2060,"SSP2",84298.37654,28.416231,92.86
"4118","FRA",2060,"SSP3",44937.06253,33.63953,92.86
"4119","FRA",2060,"SSP4",83529.93287,35.01936,92.86
"4120","FRA",2060,"SSP5",97773.22284,24.766808,92.86
"4121","FRA",2065,"SSP1",94649.46781,25.213385,93.29
"4122","FRA",2065,"SSP2",89153.32235,28.28895,93.29
"4123","FRA",2065,"SSP3",47416.95303,34.356201,93.29
"4124","FRA",2065,"SSP4",88377.70959,35.924,93.29
"4125","FRA",2065,"SSP5",105546.7612,23.97344,93.29
"4126","FRA",2070,"SSP1",100601.301,24.62649,93.69
"4127","FRA",2070,"SSP2",94052.81892,28.155947,93.69
"4128","FRA",2070,"SSP3",50004.27611,35.100723,93.69
"4129","FRA",2070,"SSP4",93357.04184,36.86396,93.69
"4130","FRA",2070,"SSP5",113607.4872,23.123457,93.69
"4131","FRA",2075,"SSP1",106651.8801,24.032637,94.05
"4132","FRA",2075,"SSP2",99053.56489,28.023539,94.05
"4133","FRA",2075,"SSP3",52711.34704,35.870895,94.05
"4134","FRA",2075,"SSP4",98489.75157,37.840378,94.05
"4135","FRA",2075,"SSP5",121921.8086,22.226898,94.05
"4136","FRA",2080,"SSP1",113010.0931,23.44338,94.39
"4137","FRA",2080,"SSP2",104253.4775,27.894709,94.39
"4138","FRA",2080,"SSP3",55562.96388,36.663231,94.39
"4139","FRA",2080,"SSP4",103853.4147,38.852623,94.39
"4140","FRA",2080,"SSP5",130653.8854,21.290398,94.39
"4141","FRA",2085,"SSP1",119842.2283,22.860306,94.7
"4142","FRA",2085,"SSP2",109686.7207,27.769333,94.7
"4143","FRA",2085,"SSP3",58577.35197,37.471825,94.7
"4144","FRA",2085,"SSP4",109476.7742,39.894207,94.7
"4145","FRA",2085,"SSP5",140000.5922,20.314882,94.7
"4146","FRA",2090,"SSP1",127242.4681,22.27935,94.99
"4147","FRA",2090,"SSP2",115513.352,27.641569,94.99
"4148","FRA",2090,"SSP3",61783.32161,38.289494,94.99
"4149","FRA",2090,"SSP4",115572.8932,40.953712,94.99
"4150","FRA",2090,"SSP5",150122.7458,19.299089,94.99
"4151","FRA",2095,"SSP1",135026.4341,21.698299,95.26
"4152","FRA",2095,"SSP2",121575.8343,27.511728,95.26
"4153","FRA",2095,"SSP3",65169.15548,39.111607,95.26
"4154","FRA",2095,"SSP4",121970.7939,42.025211,95.26
"4155","FRA",2095,"SSP5",160946.5996,18.240772,95.26
"4156","FRA",2100,"SSP1",143091.3398,21.116846,95.52
"4157","FRA",2100,"SSP2",127788.6906,27.382656,95.52
"4158","FRA",2100,"SSP3",68737.26249,39.938023,95.52
"4159","FRA",2100,"SSP4",128558.7385,43.108948,95.52
"4160","FRA",2100,"SSP5",172422.1672,17.13199,95.52
"4161","GAB",2025,"SSP1",11358.53373,47.3217280203,89.5
"4162","GAB",2025,"SSP2",10276.87718,48.1900227548,89.5
"4163","GAB",2025,"SSP3",8761.407074,48.9446335696,89.5
"4164","GAB",2025,"SSP4",8675.838139,49.614568804,89.5
"4165","GAB",2025,"SSP5",11644.91412,47.1460128678,89.5
"4166","GAB",2030,"SSP1",12544.18017,46.8269139034,90.04
"4167","GAB",2030,"SSP2",10876.74843,48.1715057331,90.04
"4168","GAB",2030,"SSP3",8640.020939,49.2715478082,90.04
"4169","GAB",2030,"SSP4",8534.364809,49.9450702479,90.04
"4170","GAB",2030,"SSP5",13159.67502,46.2584513968,90.04
"4171","GAB",2035,"SSP1",14083.60587,45.6273969046,90.44
"4172","GAB",2035,"SSP2",11811.58562,47.5404925625,90.44
"4173","GAB",2035,"SSP3",8777.605051,49.4152207519,90.44
"4174","GAB",2035,"SSP4",8665.642668,50.2878879639,90.44
"4175","GAB",2035,"SSP5",15173.50338,44.5892323588,90.44
"4176","GAB",2040,"SSP1",15894.87583,44.0005838236,90.74
"4177","GAB",2040,"SSP2",12993.34483,46.7224792025,90.74
"4178","GAB",2040,"SSP3",9014.521452,49.5645805591,90.74
"4179","GAB",2040,"SSP4",8929.011233,49.5744698423,90.74
"4180","GAB",2040,"SSP5",17609.51048,43.5688815845,90.74
"4181","GAB",2045,"SSP1",17881.43338,42.60554425,90.97
"4182","GAB",2045,"SSP2",14367.29142,46.2268837447,90.97
"4183","GAB",2045,"SSP3",9289.081774,49.710962351,90.97
"4184","GAB",2045,"SSP4",9269.26055,49.4248277597,90.97
"4185","GAB",2045,"SSP5",20365.28367,41.87356295,90.97
"4186","GAB",2050,"SSP1",20032.88368,41.9759429769,91.15
"4187","GAB",2050,"SSP2",15892.78938,45.7370797117,91.15
"4188","GAB",2050,"SSP3",9550.472485,49.8535852856,91.15
"4189","GAB",2050,"SSP4",9636.683875,49.651640154,91.15
"4190","GAB",2050,"SSP5",23425.37119,40.4991853062,91.15
"4191","GAB",2055,"SSP1",22626.86942,40.5277085235,91.29
"4192","GAB",2055,"SSP2",17537.38453,44.6766161326,91.29
"4193","GAB",2055,"SSP3",9832.313064,49.9989237396,91.29
"4194","GAB",2055,"SSP4",10063.0363,49.8695511198,91.29
"4195","GAB",2055,"SSP5",27127.688,39.1819661429,91.29
"4196","GAB",2060,"SSP1",25580.11444,39.0494102195,91.41
"4197","GAB",2060,"SSP2",19296.11135,43.490622298,91.41
"4198","GAB",2060,"SSP3",10155.4593,50.0860791621,91.41
"4199","GAB",2060,"SSP4",10570.61194,50.0772844898,91.41
"4200","GAB",2060,"SSP5",31389.61476,38.0715318186,91.41
"4201","GAB",2065,"SSP1",28679.05436,37.7620482514,91.49
"4202","GAB",2065,"SSP2",21231.02557,42.8937595612,91.49
"4203","GAB",2065,"SSP3",10546.88605,50.0540088321,91.49
"4204","GAB",2065,"SSP4",11177.04939,50.2649920861,91.49
"4205","GAB",2065,"SSP5",36095.39469,37.1338485992,91.49
"4206","GAB",2070,"SSP1",31673.93783,36.694235751,91.57
"4207","GAB",2070,"SSP2",23345.51907,41.6196801318,91.57
"4208","GAB",2070,"SSP3",11012.07998,50.2016552723,91.57
"4209","GAB",2070,"SSP4",11876.31714,50.4197625444,91.57
"4210","GAB",2070,"SSP5",41358.92418,36.340609732,91.57
"4211","GAB",2075,"SSP1",34662.05283,35.8495884992,91.62
"4212","GAB",2075,"SSP2",26047.78977,40.6389497107,91.62
"4213","GAB",2075,"SSP3",11535.65721,50.3669319294,91.62
"4214","GAB",2075,"SSP4",12643.69014,50.5293120853,91.62
"4215","GAB",2075,"SSP5",47416.85518,35.6682993868,91.62
"4216","GAB",2080,"SSP1",37909.43191,35.1682210629,91.67
"4217","GAB",2080,"SSP2",29196.47635,39.5581991023,91.67
"4218","GAB",2080,"SSP3",12081.03906,50.5455584206,91.67
"4219","GAB",2080,"SSP4",13437.1906,50.5846799294,91.67
"4220","GAB",2080,"SSP5",54450.6888,35.0992797335,91.67
"4221","GAB",2085,"SSP1",41612.24996,34.6115799119,91.71
"4222","GAB",2085,"SSP2",32573.11487,38.3734979563,91.71
"4223","GAB",2085,"SSP3",12652.04838,50.7340143711,91.71
"4224","GAB",2085,"SSP4",14262.42559,50.5813531256,91.71
"4225","GAB",2085,"SSP5",62502.91621,34.6176476133,91.71
"4226","GAB",2090,"SSP1",45852.83092,34.1560031425,91.74
"4227","GAB",2090,"SSP2",36033.7684,37.189935724,91.74
"4228","GAB",2090,"SSP3",13244.33853,50.9298324926,91.74
"4229","GAB",2090,"SSP4",15116.87252,50.5173845139,91.74
"4230","GAB",2090,"SSP5",71617.80873,34.2091335384,91.74
"4231","GAB",2095,"SSP1",50611.65466,33.7971800874,91.76
"4232","GAB",2095,"SSP2",39684.09098,36.2157958572,91.76
"4233","GAB",2095,"SSP3",13883.97292,51.1320125087,91.76
"4234","GAB",2095,"SSP4",16030.87081,50.3971947287,91.76
"4235","GAB",2095,"SSP5",81793.3358,33.8613611129,91.76
"4236","GAB",2100,"SSP1",55859.88059,33.5013133806,91.78
"4237","GAB",2100,"SSP2",43572.20078,35.2608527782,91.78
"4238","GAB",2100,"SSP3",14568.62848,51.3408139426,91.78
"4239","GAB",2100,"SSP4",17001.31859,50.4438361956,91.78
"4240","GAB",2100,"SSP5",93036.83203,33.3375772333,91.78
"4241","GBR",2025,"SSP1",49242.39547,33.526367,88.06
"4242","GBR",2025,"SSP2",48926.64496,34.113461,84.85
"4243","GBR",2025,"SSP3",38435.21115,34.944695,82.99
"4244","GBR",2025,"SSP4",49408.07875,34.972336,84.85
"4245","GBR",2025,"SSP5",49406.12649,33.414986,88.06
"4246","GBR",2030,"SSP1",57454.33924,33.379322,90.28
"4247","GBR",2030,"SSP2",56537.49381,34.203907,86.08
"4248","GBR",2030,"SSP3",41295.44053,35.50264,84.13
"4249","GBR",2030,"SSP4",56923.86623,35.540348,86.08
"4250","GBR",2030,"SSP5",58115.06143,33.207375,90.28
"4251","GBR",2035,"SSP1",65652.92283,33.145679,92.18
"4252","GBR",2035,"SSP2",63958.31989,34.204777,87.13
"4253","GBR",2035,"SSP3",44337.49995,36.057163,85.26
"4254","GBR",2035,"SSP4",63914.54782,36.135147,87.13
"4255","GBR",2035,"SSP5",67198.31179,32.929459,92.18
"4256","GBR",2040,"SSP1",73404.39776,32.836178,93.77
"4257","GBR",2040,"SSP2",70861.60819,34.126785,88.05
"4258","GBR",2040,"SSP3",47427.22633,36.616657,86.37
"4259","GBR",2040,"SSP4",70206.48101,36.745926,88.05
"4260","GBR",2040,"SSP5",76104.61363,32.564716,93.77
"4261","GBR",2045,"SSP1",80624.3407,32.465153,95.09
"4262","GBR",2045,"SSP2",77204.57316,33.991253,88.85
"4263","GBR",2045,"SSP3",50500.39429,37.197659,87.47
"4264","GBR",2045,"SSP4",75921.17363,37.369778,88.85
"4265","GBR",2045,"SSP5",84629.30607,32.110195,95.09
"4266","GBR",2050,"SSP1",87409.43867,32.053715,96.15
"4267","GBR",2050,"SSP2",83080.89325,33.809471,89.56
"4268","GBR",2050,"SSP3",53526.74898,37.811974,88.53
"4269","GBR",2050,"SSP4",81202.67324,38.020203,89.56
"4270","GBR",2050,"SSP5",92768.5569,31.580915,96.15
"4271","GBR",2055,"SSP1",94027.58299,31.616409,97
"4272","GBR",2055,"SSP2",88718.71869,33.591145,90.19
"4273","GBR",2055,"SSP3",56529.03363,38.460224,89.55
"4274","GBR",2055,"SSP4",86235.67596,38.698746,90.19
"4275","GBR",2055,"SSP5",100802.0246,31.001251,97
"4276","GBR",2060,"SSP1",100697.143,31.157171,97.68
"4277","GBR",2060,"SSP2",94353.6516,33.338593,90.75
"4278","GBR",2060,"SSP3",59593.39261,39.135262,90.53
"4279","GBR",2060,"SSP4",91226.22229,39.400101,90.75
"4280","GBR",2060,"SSP5",108975.7719,30.380398,97.68
"4281","GBR",2065,"SSP1",107615.8873,30.670303,98.21
"4282","GBR",2065,"SSP2",100178.5801,33.04858,91.25
"4283","GBR",2065,"SSP3",62786.12734,39.825962,91.45
"4284","GBR",2065,"SSP4",96345.51087,40.115257,91.25
"4285","GBR",2065,"SSP5",117587.4941,29.712769,98.21
"4286","GBR",2070,"SSP1",114761.148,30.154268,98.62
"4287","GBR",2070,"SSP2",106176.0774,32.721188,91.71
"4288","GBR",2070,"SSP3",66152.9522,40.52718,92.32
"4289","GBR",2070,"SSP4",101645.2217,40.842804,91.71
"4290","GBR",2070,"SSP5",126587.9328,28.984497,98.62
"4291","GBR",2075,"SSP1",122133.527,29.61533,98.94
"4292","GBR",2075,"SSP2",112320.6889,32.360146,92.12
"4293","GBR",2075,"SSP3",69687.06484,41.233601,93.13
"4294","GBR",2075,"SSP4",107121.9693,41.578918,92.12
"4295","GBR",2075,"SSP5",135944.0221,28.198263,98.94
"4296","GBR",2080,"SSP1",129702.7646,29.074869,99.19
"4297","GBR",2080,"SSP2",118660.269,31.97044,92.49
"4298","GBR",2080,"SSP3",73384.92744,41.944321,93.88
"4299","GBR",2080,"SSP4",112817.6452,42.32317,92.49
"4300","GBR",2080,"SSP5",145615.3403,27.372894,99.19
"4301","GBR",2085,"SSP1",137693.6804,28.533705,99.38
"4302","GBR",2085,"SSP2",125248.1621,31.552876,92.83
"4303","GBR",2085,"SSP3",77228.32734,42.659416,94.57
"4304","GBR",2085,"SSP4",118754.5393,43.069462,92.83
"4305","GBR",2085,"SSP5",155846.222,26.507401,99.38
"4306","GBR",2090,"SSP1",146444.2109,28.000902,99.52
"4307","GBR",2090,"SSP2",132159.6462,31.109905,93.15
"4308","GBR",2090,"SSP3",81261.99154,43.377663,95.19
"4309","GBR",2090,"SSP4",125007.1013,43.811741,93.15
"4310","GBR",2090,"SSP5",166990.8395,25.614117,99.52
"4311","GBR",2095,"SSP1",155653.0054,27.468277,99.64
"4312","GBR",2095,"SSP2",139368.541,30.641621,93.44
"4313","GBR",2095,"SSP3",85531.52296,44.09557,95.76
"4314","GBR",2095,"SSP4",131556.7845,44.548355,93.44
"4315","GBR",2095,"SSP5",178860.0618,24.682905,99.64
"4316","GBR",2100,"SSP1",165073.8502,26.933121,99.72
"4317","GBR",2100,"SSP2",146846.791,30.145899,93.7
"4318","GBR",2100,"SSP3",90078.91732,44.810032,96.27
"4319","GBR",2100,"SSP4",138416.9561,45.275299,93.7
"4320","GBR",2100,"SSP5",191288.0271,23.703527,99.72
"4321","GEO",2025,"SSP1",23948.22363,42.1763424286,64.53
"4322","GEO",2025,"SSP2",23482.3364,42.6344187143,61.21
"4323","GEO",2025,"SSP3",22759.85566,43.0548341429,55.44
"4324","GEO",2025,"SSP4",22707.29908,43.3214182857,64.53
"4325","GEO",2025,"SSP5",24707.92054,42.2050754286,64.53
"4326","GEO",2030,"SSP1",29898.38175,42.323991,68.09
"4327","GEO",2030,"SSP2",28874.01616,42.9820507143,63.51
"4328","GEO",2030,"SSP3",27442.58046,43.570108,56.26
"4329","GEO",2030,"SSP4",27248.66964,44.0112811429,68.09
"4330","GEO",2030,"SSP5",31488.13841,42.4246367143,68.09
"4331","GEO",2035,"SSP1",32057.60853,42.3580633571,71.42
"4332","GEO",2035,"SSP2",30652.81766,43.287906,65.59
"4333","GEO",2035,"SSP3",28699.37857,44.0129112857,57.04
"4334","GEO",2035,"SSP4",28302.61097,44.7707844286,71.42
"4335","GEO",2035,"SSP5",34801.94713,42.6535152143,71.42
"4336","GEO",2040,"SSP1",32442.56969,42.3201727857,74.51
"4337","GEO",2040,"SSP2",30686.46593,43.6568502143,67.47
"4338","GEO",2040,"SSP3",28992.72107,44.4596175,57.79
"4339","GEO",2040,"SSP4",27761.25025,45.5826898571,74.51
"4340","GEO",2040,"SSP5",36602.71593,42.7501308571,74.51
"4341","GEO",2045,"SSP1",32877.19783,42.1819280714,77.34
"4342","GEO",2045,"SSP2",30677.80085,44.0067608571,69.17
"4343","GEO",2045,"SSP3",29489.80722,44.9940852143,58.51
"4344","GEO",2045,"SSP4",27236.18984,46.4133851429,77.34
"4345","GEO",2045,"SSP5",38714.90304,42.6927698571,77.34
"4346","GEO",2050,"SSP1",34184.22637,41.9752315,79.93
"4347","GEO",2050,"SSP2",31358.67064,44.3413524286,70.71
"4348","GEO",2050,"SSP3",30468.64861,45.5365283571,59.19
"4349","GEO",2050,"SSP4",27360.68826,47.2825087143,79.93
"4350","GEO",2050,"SSP5",42044.40697,42.5315773571,79.93
"4351","GEO",2055,"SSP1",36460.16762,41.9835521429,82.27
"4352","GEO",2055,"SSP2",32804.33721,44.6662477857,72.11
"4353","GEO",2055,"SSP3",31700.45203,46.0899079286,59.85
"4354","GEO",2055,"SSP4",28116.62394,48.1521754977,82.27
"4355","GEO",2055,"SSP5",46851.05354,42.7490283571,82.27
"4356","GEO",2060,"SSP1",39506.63429,41.9860847857,84.38
"4357","GEO",2060,"SSP2",34848.08163,44.9908811429,73.38
"4358","GEO",2060,"SSP3",33184.23184,46.6524262143,60.47
"4359","GEO",2060,"SSP4",29244.40918,48.9707879104,84.38
"4360","GEO",2060,"SSP5",52957.0412,42.9579726429,84.38
"4361","GEO",2065,"SSP1",43038.49885,42.0171452143,86.27
"4362","GEO",2065,"SSP2",37261.14013,45.3387638571,74.54
"4363","GEO",2065,"SSP3",34883.14078,47.2200131429,61.07
"4364","GEO",2065,"SSP4",30472.52577,49.7453105623,86.27
"4365","GEO",2065,"SSP5",59992.82043,43.164035,86.27
"4366","GEO",2070,"SSP1",46909.07441,42.0501427143,87.96
"4367","GEO",2070,"SSP2",39913.30111,45.6818021429,75.59
