scenaio;countrycode;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070;2075;2080;2085;2090;2095;2100
SSP5;CUB;75.23;79.46;82.52;84.82;86.60;88.01;89.15;90.10;90.89;91.56;92.14;92.64;93.08;93.47;93.81;94.12;94.40;94.65;94.88
SSP5;CYP;70.32;74.62;78.15;81.06;83.48;85.51;87.22;88.67;89.92;90.99;91.93;92.74;93.46;94.09;94.65;95.14;95.59;95.98;96.34
SSP5;CZE;73.54;77.72;80.80;83.13;84.96;86.42;87.61;88.59;89.42;90.13;90.73;91.26;91.72;92.13;92.50;92.82;93.11;93.38;93.62
SSP5;PRK;60.22;63.61;66.96;70.24;73.41;76.43;79.26;81.89;84.30;86.47;88.41;90.13;91.64;92.94;94.07;95.03;95.84;96.54;97.12
SSP5;COD;35.22;40.26;45.31;50.23;54.94;59.37;63.47;67.23;70.65;73.73;76.50;78.98;81.20;83.18;84.95;86.52;87.93;89.18;90.30
SSP5;DNK;86.87;88.00;88.90;89.63;90.23;90.73;91.16;91.52;91.84;92.11;92.35;92.56;92.75;92.91;93.06;93.19;93.31;93.42;93.51
SSP5;DOM;69.18;72.55;75.46;77.96;80.13;82.01;83.66;85.10;86.38;87.51;88.52;89.42;90.23;90.95;91.61;92.21;92.75;93.25;93.70
SSP5;ECU;66.95;70.72;73.93;76.68;79.04;81.07;82.83;84.37;85.72;86.90;87.96;88.89;89.73;90.48;91.16;91.78;92.33;92.84;93.31
SSP5;EGY;43.40;48.25;52.91;57.29;61.37;65.11;68.52;71.61;74.39;76.89;79.14;81.16;82.97;84.59;86.05;87.36;88.53;89.59;90.55
SSP5;SLV;64.31;68.72;72.43;75.55;78.19;80.42;82.34;83.99;85.42;86.67;87.76;88.73;89.59;90.36;91.05;91.68;92.24;92.75;93.21
SSP5;ERI;21.58;25.87;30.49;35.32;40.22;45.07;49.76;54.21;58.37;62.20;65.71;68.89;71.77;74.36;76.70;78.80;80.69;82.40;83.93
SSP5;EST;69.49;72.59;75.33;77.75;79.90;81.80;83.48;84.98;86.32;87.52;88.59;89.56;90.43;91.21;91.93;92.57;93.16;93.69;94.18
SSP5;ETH;16.66;20.23;24.27;28.76;33.63;38.76;44.05;49.35;54.55;59.55;64.25;68.61;72.58;76.16;79.35;82.18;84.66;86.82;88.70
SSP5;FIN;85.09;86.23;87.28;88.24;89.13;89.94;90.68;91.37;92.00;92.58;93.12;93.62;94.07;94.50;94.89;95.25;95.59;95.90;96.18
SSP5;FRA;85.25;86.43;87.48;88.42;89.26;90.01;90.70;91.31;91.88;92.39;92.86;93.29;93.69;94.05;94.39;94.70;94.99;95.26;95.52
SSP5;GAB;86.03;87.68;88.76;89.50;90.04;90.44;90.74;90.97;91.15;91.29;91.41;91.49;91.57;91.62;91.67;91.71;91.74;91.76;91.78
SSP5;GMB;58.15;61.89;65.61;69.25;72.75;76.08;79.19;82.05;84.64;86.96;89.00;90.77;92.31;93.61;94.72;95.65;96.42;97.07;97.60
SSP5;GEO;52.75;56.82;60.76;64.53;68.09;71.42;74.51;77.34;79.93;82.27;84.38;86.27;87.96;89.46;90.78;91.95;92.98;93.89;94.68
SSP5;DEU;73.85;77.89;80.98;83.40;85.33;86.90;88.20;89.29;90.21;91.01;91.69;92.30;92.83;93.30;93.72;94.10;94.44;94.75;95.03
SSP5;GHA;51.47;56.12;60.48;64.52;68.21;71.57;74.59;77.31;79.75;81.92;83.86;85.59;87.12;88.49;89.72;90.80;91.77;92.64;93.41
SSP5;GRC;61.41;65.27;68.89;72.25;75.34;78.16;80.72;83.02;85.07;86.91;88.54;89.98;91.25;92.36;93.35;94.21;94.96;95.62;96.19
SSP5;GTM;49.46;53.76;57.94;61.94;65.73;69.26;72.54;75.55;78.29;80.78;83.02;85.02;86.81;88.40;89.82;91.07;92.17;93.15;94.00
SSP5;GIN;35.36;40.11;44.87;49.54;54.05;58.32;62.32;66.01;69.41;72.50;75.30;77.83;80.11;82.15;83.99;85.63;87.11;88.43;89.61
SSP5;GNB;30.00;34.66;39.51;44.44;49.33;54.10;58.65;62.95;66.93;70.60;73.93;76.94;79.64;82.05;84.20;86.10;87.78;89.27;90.58
SSP5;HTI;52.09;60.31;66.76;71.75;75.63;78.69;81.14;83.14;84.79;86.17;87.34;88.34;89.21;89.96;90.63;91.22;91.74;92.21;92.63
SSP5;HND;51.60;56.07;60.27;64.18;67.78;71.07;74.06;76.75;79.18;81.36;83.31;85.06;86.62;88.02;89.27;90.39;91.39;92.28;93.08
SSP5;HUN;68.10;70.34;72.58;74.77;76.92;78.99;80.98;82.87;84.64;86.30;87.84;89.25;90.54;91.70;92.75;93.68;94.51;95.24;95.88
SSP5;IND;30.01;34.67;39.52;44.44;49.34;54.10;58.66;62.95;66.94;70.60;73.94;76.94;79.65;82.06;84.20;86.11;87.79;89.28;90.59
SSP5;IDN;44.28;49.29;54.01;58.39;62.39;66.01;69.27;72.19;74.80;77.13;79.21;81.08;82.75;84.24;85.59;86.80;87.89;88.88;89.77
SSP5;IRN;70.75;75.65;79.28;82.05;84.21;85.93;87.34;88.50;89.47;90.30;91.02;91.64;92.18;92.66;93.08;93.46;93.81;94.12;94.40
SSP5;IRQ;66.17;69.86;73.07;75.85;78.28;80.40;82.25;83.88;85.32;86.60;87.73;88.75;89.65;90.47;91.21;91.87;92.48;93.03;93.53
SSP5;IRL;61.94;66.12;69.78;72.98;75.76;78.19;80.31;82.17;83.81;85.26;86.55;87.69;88.72;89.64;90.46;91.21;91.88;92.49;93.05
SSP5;ISR;91.85;92.02;92.19;92.35;92.51;92.66;92.81;92.96;93.11;93.25;93.39;93.53;93.67;93.80;93.93;94.06;94.18;94.31;94.43
SSP5;ITA;68.36;71.55;74.40;76.93;79.19;81.19;82.97;84.56;85.99;87.26;88.40;89.43;90.35;91.18;91.93;92.62;93.23;93.79;94.30
SSP5;JAM;52.01;56.44;60.61;64.50;68.09;71.36;74.34;77.03;79.45;81.63;83.58;85.32;86.88;88.27;89.52;90.63;91.62;92.51;93.30
SSP5;JPN;66.83;70.39;73.49;76.19;78.54;80.60;82.41;84.00;85.41;86.66;87.78;88.77;89.67;90.47;91.20;91.86;92.46;93.00;93.50
SSP5;JOR;78.53;82.38;85.46;87.93;89.93;91.56;92.90;94.01;94.93;95.70;96.34;96.89;97.34;97.73;98.06;98.34;98.58;98.78;98.96
SSP5;KAZ;58.51;62.46;66.26;69.86;73.24;76.37;79.24;81.85;84.20;86.30;88.16;89.79;91.23;92.48;93.57;94.50;95.31;96.01;96.60
SSP5;KEN;22.18;26.52;31.17;36.02;40.92;45.76;50.44;54.87;59.00;62.81;66.29;69.45;72.31;74.89;77.20;79.29;81.17;82.85;84.37
SSP5;KGZ;34.55;39.40;44.24;48.96;53.47;57.70;61.63;65.24;68.54;71.52;74.22;76.65;78.84;80.81;82.58;84.17;85.61;86.90;88.07
SSP5;LAO;33.18;40.44;47.57;54.25;60.29;65.61;70.22;74.18;77.56;80.46;82.93;85.05;86.88;88.45;89.81;91.00;92.03;92.93;93.72
SSP5;LVA;67.72;71.05;73.99;76.59;78.88;80.90;82.69;84.28;85.69;86.95;88.08;89.09;90.01;90.83;91.57;92.24;92.85;93.41;93.92
SSP5;LBN;87.24;88.26;89.10;89.80;90.40;90.91;91.36;91.75;92.09;92.39;92.66;92.91;93.13;93.32;93.50;93.67;93.82;93.96;94.08
SSP5;LSO;26.88;32.84;39.12;45.45;51.61;57.41;62.74;67.53;71.78;75.51;78.77;81.60;84.05;86.16;87.99;89.58;90.94;92.13;93.15
SSP5;LBR;47.82;52.68;57.31;61.65;65.65;69.32;72.64;75.63;78.31;80.71;82.84;84.74;86.43;87.94;89.27;90.45;91.50;92.44;93.27
SSP5;LBY;77.89;81.69;84.78;87.31;89.39;91.09;92.51;93.68;94.66;95.48;96.17;96.75;97.24;97.65;98.00;98.30;98.55;98.76;98.94
SSP5;LTU;66.98;70.41;73.40;76.01;78.31;80.32;82.09;83.66;85.05;86.29;87.40;88.39;89.28;90.09;90.82;91.48;92.09;92.64;93.14
SSP5;MDG;30.19;34.82;39.64;44.55;49.43;54.19;58.75;63.06;67.06;70.74;74.09;77.12;79.84;82.27;84.43;86.34;88.03;89.51;90.82
SSP5;MWI;19.77;23.42;27.45;31.83;36.48;41.31;46.23;51.14;55.93;60.53;64.87;68.91;72.63;76.00;79.04;81.75;84.16;86.28;88.14
SSP5;MYS;72.17;76.42;79.62;82.10;84.07;85.65;86.95;88.04;88.96;89.75;90.43;91.02;91.54;92.00;92.41;92.78;93.12;93.42;93.69
SSP5;MLI;35.86;42.07;48.18;54.00;59.39;64.28;68.64;72.50;75.89;78.85;81.43;83.68;85.64;87.35;88.85;90.16;91.30;92.31;93.19
SSP5;MRT;41.43;46.40;51.17;55.65;59.80;63.60;67.05;70.17;72.97;75.49;77.74;79.76;81.58;83.21;84.67;85.99;87.18;88.26;89.23
SSP5;MUS;41.84;46.81;51.61;56.14;60.35;64.22;67.74;70.93;73.81;76.38;78.70;80.77;82.62;84.28;85.77;87.11;88.31;89.39;90.36
SSP5;MEX;77.83;81.63;84.72;87.25;89.32;91.03;92.45;93.63;94.61;95.43;96.12;96.70;97.19;97.61;97.96;98.26;98.52;98.73;98.92
SSP5;MNG;62.03;66.23;69.89;73.07;75.82;78.22;80.31;82.14;83.74;85.16;86.42;87.54;88.54;89.43;90.24;90.97;91.63;92.23;92.78
SSP5;MAR;58.24;61.98;65.69;69.33;72.84;76.17;79.28;82.14;84.74;87.05;89.09;90.87;92.39;93.70;94.80;95.72;96.49;97.13;97.65
SSP5;MOZ;38.43;44.47;50.23;55.56;60.38;64.68;68.48;71.82;74.75;77.32;79.57;81.55;83.30;84.84;86.21;87.43;88.52;89.50;90.38
SSP5;MMR;33.65;38.70;43.75;48.66;53.34;57.72;61.75;65.44;68.78;71.80;74.50;76.93;79.11;81.06;82.81;84.37;85.78;87.05;88.19
SSP5;NAM;37.98;42.87;47.69;52.34;56.73;60.84;64.63;68.09;71.24;74.08;76.65;78.95;81.02;82.88;84.54;86.04;87.38;88.59;89.67
SSP5;NPL;18.62;22.41;26.63;31.23;36.10;41.14;46.23;51.26;56.12;60.73;65.04;69.01;72.63;75.90;78.83;81.44;83.75;85.79;87.59
SSP5;NLD;82.86;84.22;85.52;86.75;87.91;89.00;90.02;90.97;91.84;92.65;93.39;94.06;94.68;95.24;95.75;96.20;96.62;96.99;97.32
SSP5;NZL;86.20;87.36;88.36;89.21;89.95;90.60;91.17;91.68;92.13;92.54;92.91;93.24;93.54;93.82;94.08;94.32;94.53;94.74;94.92
SSP5;NIC;57.32;61.16;64.85;68.35;71.64;74.70;77.53;80.11;82.45;84.56;86.46;88.15;89.65;90.97;92.14;93.17;94.07;94.86;95.55
SSP5;NER;17.11;20.38;24.02;28.01;32.27;36.74;41.34;45.95;50.51;54.94;59.17;63.16;66.87;70.30;73.44;76.30;78.88;81.21;83.30
SSP5;NGA;49.80;54.27;58.53;62.56;66.31;69.78;72.95;75.84;78.45;80.81;82.92;84.82;86.51;88.02;89.36;90.55;91.62;92.56;93.40
SSP5;NOR;79.41;82.48;85.30;87.83;90.05;91.96;93.56;94.89;95.97;96.84;97.53;98.08;98.51;98.85;99.11;99.32;99.47;99.59;99.69
SSP5;PSE;74.14;78.30;81.37;83.72;85.55;87.02;88.22;89.21;90.05;90.77;91.38;91.92;92.39;92.81;93.18;93.51;93.81;94.08;94.33
SSP5;OMN;73.04;77.05;80.09;82.45;84.33;85.84;87.10;88.14;89.03;89.79;90.45;91.03;91.53;91.98;92.38;92.74;93.07;93.36;93.63
SSP5;PAK;35.90;40.63;45.39;50.07;54.60;58.90;62.94;66.68;70.12;73.25;76.09;78.65;80.95;83.02;84.86;86.51;87.98;89.29;90.46
SSP5;PAN;74.80;78.99;82.06;84.39;86.19;87.63;88.81;89.78;90.59;91.29;91.89;92.41;92.86;93.27;93.62;93.95;94.23;94.50;94.73
SSP5;PNG;12.53;15.40;18.76;22.61;26.91;31.62;36.64;41.87;47.17;52.42;57.50;62.33;66.83;70.96;74.71;78.07;81.04;83.67;85.96
SSP5;PRY;61.50;65.35;68.97;72.33;75.42;78.25;80.80;83.10;85.16;86.99;88.62;90.06;91.33;92.44;93.42;94.28;95.03;95.68;96.25
SSP5;PER;76.92;80.89;83.78;85.96;87.66;89.02;90.12;91.03;91.80;92.45;93.02;93.51;93.94;94.32;94.66;94.96;95.24;95.48;95.71
SSP5;PHL;48.90;53.28;57.51;61.56;65.37;68.93;72.23;75.24;77.99;80.47;82.71;84.71;86.50;88.10;89.52;90.77;91.88;92.87;93.73
SSP5;POL;60.96;64.67;68.21;71.55;74.67;77.54;80.18;82.57;84.73;86.66;88.38;89.91;91.25;92.43;93.46;94.36;95.14;95.82;96.41
SSP5;PRT;60.70;64.36;67.90;71.27;74.44;77.40;80.13;82.62;84.87;86.88;88.67;90.25;91.64;92.84;93.89;94.80;95.58;96.24;96.82
SSP5;QAT;95.83;96.20;96.55;96.86;97.14;97.40;97.64;97.85;98.05;98.23;98.39;98.54;98.67;98.80;98.91;99.01;99.10;99.18;99.26
SSP5;KOR;82.96;84.32;85.62;86.85;88.01;89.10;90.12;91.06;91.94;92.74;93.48;94.16;94.77;95.33;95.83;96.29;96.70;97.06;97.39
SSP5;MDA;46.95;52.29;57.32;61.97;66.21;70.03;73.44;76.48;79.17;81.54;83.64;85.49;87.12;88.56;89.84;90.96;91.96;92.84;93.62
SSP5;ROU;57.47;61.26;64.92;68.42;71.72;74.80;77.66;80.27;82.65;84.79;86.72;88.43;89.95;91.29;92.46;93.49;94.39;95.17;95.84
SSP5;RUS;73.17;77.24;80.32;82.71;84.60;86.13;87.39;88.44;89.33;90.09;90.75;91.33;91.83;92.28;92.68;93.04;93.37;93.66;93.93
SSP5;RWA;18.85;22.59;26.76;31.30;36.14;41.18;46.30;51.39;56.34;61.07;65.50;69.59;73.33;76.70;79.72;82.39;84.75;86.82;88.63
SSP5;SAU;82.07;83.51;84.85;86.10;87.26;88.34;89.34;90.26;91.11;91.89;92.61;93.27;93.88;94.43;94.94;95.40;95.82;96.20;96.55
SSP5;SEN;42.38;47.24;51.95;56.43;60.63;64.52;68.08;71.32;74.25;76.90;79.27;81.40;83.30;85.01;86.53;87.90;89.12;90.22;91.20
SSP5;SRB;56.06;59.93;63.65;67.18;70.50;73.59;76.44;79.06;81.44;83.59;85.53;87.26;88.81;90.19;91.41;92.48;93.43;94.27;95.00
SSP5;SLE;38.40;42.92;47.40;51.77;55.95;59.90;63.60;67.03;70.18;73.06;75.68;78.06;80.21;82.15;83.90;85.48;86.91;88.19;89.34
SSP5;SVK;54.97;59.15;63.16;66.97;70.55;73.86;76.90;79.66;82.16;84.40;86.39;88.16;89.72;91.09;92.29;93.34;94.25;95.04;95.73
SSP5;SVN;49.51;53.81;57.99;61.99;65.77;69.31;72.59;75.60;78.34;80.83;83.06;85.07;86.86;88.45;89.87;91.11;92.22;93.19;94.04
SSP5;SOM;37.45;41.88;46.28;50.59;54.74;58.67;62.37;65.81;68.99;71.91;74.57;77.00;79.20;81.19;83.00;84.62;86.10;87.43;88.63
SSP5;ZAF;61.70;65.35;68.83;72.11;75.16;77.99;80.57;82.92;85.04;86.93;88.62;90.12;91.43;92.59;93.60;94.48;95.25;95.91;96.49
SSP5;ESP;77.40;81.29;84.20;86.44;88.20;89.62;90.78;91.75;92.57;93.26;93.87;94.39;94.85;95.25;95.61;95.93;96.22;96.48;96.72
SSP5;LKA;14.31;17.20;20.51;24.25;28.40;32.92;37.73;42.76;47.89;53.02;58.04;62.85;67.38;71.57;75.39;78.83;81.88;84.56;86.90
SSP5;SDN;40.10;45.37;50.47;55.30;59.78;63.89;67.62;70.98;73.99;76.67;79.07;81.20;83.10;84.79;86.30;87.64;88.85;89.92;90.89
SSP5;SWZ;21.37;25.66;30.28;35.10;40.01;44.86;49.56;54.01;58.17;62.00;65.51;68.69;71.57;74.16;76.49;78.60;80.49;82.19;83.72
SSP5;SWE;84.68;85.93;87.04;88.05;88.95;89.77;90.52;91.20;91.82;92.38;92.90;93.38;93.81;94.22;94.59;94.93;95.25;95.55;95.82
SSP5;CHE;73.62;77.79;80.87;83.21;85.04;86.50;87.70;88.68;89.52;90.23;90.84;91.37;91.83;92.24;92.61;92.94;93.23;93.50;93.74
SSP5;SYR;55.74;59.88;63.84;67.58;71.09;74.33;77.31;80.01;82.45;84.64;86.59;88.31;89.84;91.18;92.36;93.38;94.28;95.06;95.74
SSP5;TJK;26.32;30.72;35.40;40.26;45.19;50.09;54.86;59.43;63.73;67.72;71.39;74.72;77.73;80.42;82.82;84.95;86.83;88.49;89.94
SSP5;MKD;59.31;63.11;66.78;70.30;73.62;76.72;79.59;82.20;84.55;86.66;88.53;90.17;91.61;92.86;93.93;94.86;95.65;96.33;96.91
SSP5;THA;33.96;38.79;43.62;48.36;52.92;57.22;61.23;64.92;68.30;71.37;74.15;76.66;78.91;80.94;82.76;84.40;85.87;87.20;88.39
SSP5;TLS;28.12;33.06;38.20;43.43;48.60;53.59;58.32;62.72;66.76;70.44;73.75;76.73;79.38;81.73;83.82;85.68;87.32;88.77;90.05
SSP5;TGO;43.44;48.70;53.79;58.64;63.16;67.31;71.09;74.50;77.54;80.25;82.65;84.77;86.64;88.28;89.72;90.99;92.10;93.07;93.92
SSP5;TTO;13.88;16.99;20.57;24.58;28.99;33.70;38.62;43.61;48.58;53.41;58.02;62.36;66.38;70.06;73.41;76.43;79.13;81.55;83.70
SSP5;TUN;67.28;70.52;73.40;75.98;78.28;80.32;82.15;83.78;85.24;86.55;87.73;88.79;89.74;90.60;91.39;92.09;92.74;93.32;93.86
SSP5;TUR;69.65;72.75;75.50;77.93;80.07;81.97;83.66;85.16;86.49;87.69;88.76;89.72;90.59;91.37;92.08;92.72;93.30;93.83;94.32
SSP5;TKM;49.50;53.81;57.98;61.98;65.77;69.31;72.59;75.60;78.34;80.82;83.06;85.07;86.86;88.45;89.86;91.11;92.21;93.19;94.04
SSP5;UGA;13.30;16.13;19.41;23.13;27.29;31.84;36.70;41.79;46.98;52.18;57.25;62.11;66.68;70.91;74.75;78.21;81.29;83.99;86.35
SSP5;UKR;68.79;71.90;74.67;77.13;79.30;81.24;82.96;84.49;85.86;87.09;88.19;89.19;90.08;90.89;91.62;92.29;92.90;93.45;93.95
SSP5;ARE;84.05;85.35;86.56;87.68;88.72;89.68;90.56;91.38;92.12;92.81;93.44;94.02;94.55;95.04;95.48;95.88;96.25;96.59;96.90
SSP5;GBR;79.64;82.70;85.53;88.06;90.28;92.18;93.77;95.09;96.15;97.00;97.68;98.21;98.62;98.94;99.19;99.38;99.52;99.64;99.72
SSP5;TZA;26.38;30.90;35.66;40.54;45.45;50.26;54.89;59.27;63.35;67.12;70.56;73.69;76.51;79.04;81.31;83.34;85.15;86.77;88.20
SSP5;USA;82.29;83.72;85.06;86.31;87.48;88.56;89.56;90.48;91.33;92.11;92.83;93.49;94.09;94.64;95.14;95.60;96.01;96.39;96.74
SSP5;URY;92.48;93.00;93.48;93.94;94.36;94.76;95.12;95.47;95.79;96.09;96.37;96.63;96.87;97.10;97.31;97.50;97.68;97.85;98.00
SSP5;UZB;36.25;40.96;45.69;50.37;54.90;59.21;63.27;67.04;70.51;73.68;76.55;79.13;81.46;83.54;85.40;87.05;88.52;89.83;90.99
SSP5;VEN;93.35;94.55;95.54;96.36;97.03;97.58;98.03;98.40;98.70;98.94;99.14;99.30;99.44;99.54;99.63;99.70;99.76;99.80;99.84
SSP5;VNM;30.38;35.21;40.22;45.30;50.33;55.21;59.85;64.19;68.20;71.86;75.17;78.15;80.80;83.16;85.24;87.08;88.70;90.12;91.37
SSP5;YEM;31.80;36.98;42.27;47.52;52.61;57.44;61.93;66.07;69.83;73.21;76.25;78.95;81.36;83.49;85.37;87.04;88.52;89.82;90.97
SSP5;ZMB;35.70;40.72;45.74;50.64;55.34;59.76;63.86;67.62;71.04;74.13;76.91;79.40;81.63;83.61;85.38;86.96;88.36;89.61;90.72
SSP5;ZWE;38.25;42.81;47.31;51.69;55.87;59.81;63.48;66.88;70.00;72.85;75.44;77.79;79.92;81.84;83.57;85.13;86.54;87.81;88.96
SSP5;TON;23.43;28.95;34.91;41.06;47.16;53.02;58.48;63.46;67.94;71.91;75.40;78.46;81.13;83.46;85.49;87.25;88.80;90.14;91.32
SSP5;GRD;39.29;44.25;48.99;53.43;57.53;61.26;64.64;67.68;70.40;72.85;75.03;77.00;78.76;80.35;81.79;83.08;84.26;85.33;86.30
SSP5;ABW;44.25;52.52;57.67;62.28;66.36;69.94;73.07;75.81;78.20;80.30;82.15;83.78;85.22;86.51;87.65;88.68;89.60;90.42;91.17
SSP5;VCT;49.33;54.30;58.83;62.90;66.54;69.76;72.61;75.13;77.37;79.35;81.10;82.67;84.07;85.33;86.46;87.48;88.40;89.24;90.00
SSP5;VIR;95.27;96.51;97.48;98.22;98.75;99.13;99.40;99.59;99.72;99.81;99.87;99.91;99.94;99.96;99.97;99.98;99.99;99.99;99.99
SSP5;FSM;22.66;26.92;31.42;36.03;40.62;45.10;49.36;53.36;57.07;60.47;63.58;66.39;68.94;71.25;73.33;75.21;76.92;78.47;79.88
SSP5;STP;62.23;66.26;69.78;72.84;75.51;77.83;79.86;81.64;83.21;84.60;85.84;86.94;87.93;88.82;89.63;90.36;91.02;91.62;92.17
SSP5;LCA;27.97;33.81;39.94;46.12;52.13;57.82;63.06;67.80;72.03;75.75;79.01;81.85;84.31;86.44;88.28;89.86;91.24;92.42;93.44
SSP5;WSM;20.23;24.88;29.93;35.22;40.56;45.80;50.78;55.43;59.69;63.56;67.03;70.14;72.91;75.38;77.59;79.55;81.31;82.88;84.29
SSP5;GUM;93.17;95.46;96.44;97.00;97.36;97.61;97.80;97.94;98.05;98.14;98.22;98.28;98.33;98.37;98.41;98.44;98.47;98.49;98.51
SSP5;MYT;50.08;54.89;59.30;63.28;66.84;70.02;72.84;75.35;77.58;79.56;81.32;82.90;84.31;85.57;86.72;87.75;88.68;89.52;90.29
SSP5;GUF;76.35;80.24;83.63;86.56;89.03;91.10;92.82;94.23;95.37;96.30;97.05;97.65;98.14;98.52;98.83;99.07;99.26;99.42;99.54
SSP5;VUT;25.56;31.10;36.97;42.94;48.80;54.38;59.56;64.29;68.53;72.30;75.63;78.56;81.13;83.38;85.35;87.07;88.58;89.91;91.07
SSP5;NCL;57.36;61.31;65.00;68.41;71.54;74.40;77.00;79.35;81.48;83.39;85.10;86.65;88.03;89.27;90.38;91.38;92.27;93.07;93.79
SSP5;BRB;44.47;49.58;54.39;58.82;62.86;66.50;69.76;72.67;75.27;77.58;79.64;81.48;83.12;84.59;85.91;87.09;88.16;89.13;90.00
SSP5;PYF;51.44;56.02;60.29;64.22;67.81;71.06;73.99;76.62;78.98;81.09;82.98;84.66;86.18;87.53;88.74;89.83;90.80;91.68;92.47
SSP5;BLZ;52.25;56.72;60.89;64.74;68.26;71.45;74.33;76.92;79.24;81.33;83.20;84.87;86.36;87.71;88.91;89.99;90.96;91.83;92.61
SSP5;MDV;40.10;47.73;54.62;60.63;65.73;70.02;73.62;76.65;79.21;81.38;83.25;84.85;86.24;87.46;88.53;89.47;90.31;91.06;91.73
SSP5;ISL;93.42;95.87;96.78;97.28;97.60;97.81;97.97;98.09;98.18;98.25;98.31;98.36;98.40;98.43;98.46;98.48;98.50;98.51;98.53
SSP5;BHS;84.10;86.54;88.31;89.65;90.70;91.53;92.22;92.79;93.27;93.68;94.04;94.35;94.63;94.87;95.08;95.28;95.45;95.61;95.76
SSP5;MTQ;89.05;91.06;92.47;93.51;94.31;94.94;95.46;95.88;96.24;96.54;96.81;97.03;97.24;97.41;97.57;97.72;97.84;97.96;98.07
SSP5;BRN;75.65;79.51;82.87;85.76;88.22;90.29;92.02;93.47;94.66;95.65;96.45;97.12;97.66;98.10;98.46;98.75;98.98;99.18;99.33
SSP5;MLT;94.67;96.11;97.03;97.67;98.13;98.47;98.74;98.95;99.12;99.26;99.38;99.47;99.55;99.61;99.67;99.72;99.76;99.79;99.82
SSP5;GLP;98.41;99.62;99.75;99.81;99.85;99.88;99.90;99.92;99.93;99.94;99.95;99.95;99.96;99.96;99.97;99.97;99.97;99.98;99.98
SSP5;LUX;85.19;86.67;88.04;89.29;90.44;91.47;92.42;93.27;94.03;94.71;95.33;95.87;96.36;96.79;97.17;97.51;97.81;98.08;98.31
SSP5;CPV;61.09;65.63;69.48;72.75;75.53;77.90;79.94;81.70;83.24;84.58;85.76;86.81;87.74;88.57;89.32;90.00;90.61;91.17;91.68
SSP5;SUR;69.38;72.45;75.22;77.71;79.95;81.95;83.75;85.36;86.80;88.09;89.25;90.29;91.23;92.07;92.83;93.51;94.12;94.68;95.18
SSP5;SLB;18.55;23.04;28.04;33.41;38.95;44.50;49.88;54.97;59.68;63.98;67.87;71.34;74.43;77.18;79.61;81.76;83.67;85.36;86.86
SSP5;MAC;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
SSP5;MNE;61.46;65.90;69.66;72.86;75.58;77.91;79.91;81.64;83.15;84.47;85.63;86.66;87.58;88.41;89.15;89.82;90.43;90.98;91.48
SSP5;COM;28.19;33.87;39.79;45.74;51.53;56.99;62.04;66.63;70.73;74.37;77.57;80.39;82.84;84.99;86.86;88.50;89.92;91.17;92.25
SSP5;GNQ;39.70;44.67;49.42;53.86;57.95;61.69;65.06;68.10;70.82;73.26;75.45;77.41;79.17;80.76;82.19;83.48;84.66;85.72;86.69
SSP5;BTN;34.71;41.13;47.43;53.37;58.81;63.69;68.01;71.79;75.10;77.97;80.47;82.65;84.56;86.22;87.69;88.97;90.11;91.11;92.00
SSP5;GUY;28.60;34.29;40.20;46.14;51.92;57.38;62.43;67.01;71.12;74.76;77.97;80.78;83.23;85.38;87.24;88.86;90.28;91.51;92.58
SSP5;BHR;88.61;90.38;91.71;92.75;93.58;94.26;94.82;95.30;95.71;96.06;96.37;96.64;96.88;97.09;97.29;97.46;97.62;97.76;97.89
SSP5;REU;94.01;96.68;97.56;98.03;98.32;98.53;98.68;98.79;98.88;98.96;99.02;99.07;99.11;99.15;99.18;99.21;99.23;99.25;99.27
SSP5;FJI;51.86;56.33;60.50;64.36;67.88;71.09;73.99;76.60;78.94;81.05;82.94;84.63;86.14;87.50;88.72;89.81;90.79;91.67;92.47
SSP5;DJI;76.23;80.10;83.49;86.41;88.88;90.96;92.68;94.10;95.26;96.20;96.96;97.57;98.06;98.46;98.77;99.02;99.22;99.38;99.51
SSP5;KWT;98.38;99.61;99.74;99.81;99.85;99.88;99.90;99.92;99.93;99.94;99.95;99.95;99.96;99.96;99.97;99.97;99.97;99.98;99.98
SSP5;PRI;98.79;99.72;99.80;99.85;99.87;99.89;99.91;99.92;99.93;99.94;99.94;99.95;99.95;99.95;99.96;99.96;99.96;99.97;99.97
SSP5;SGP;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
SSP5;HKG;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
