scenaio;countrycode;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070;2075;2080;2085;2090;2095;2100
SSP2;ZAF;61.70;64.58;67.15;69.46;71.52;73.37;75.04;76.54;77.90;79.13;80.24;81.26;82.19;83.05;83.83;84.55;85.22;85.84;86.41
SSP2;ESP;77.40;79.08;80.68;82.17;83.57;84.89;86.11;87.25;88.31;89.28;90.19;91.03;91.80;92.51;93.16;93.76;94.31;94.82;95.28
SSP2;LKA;14.31;16.18;18.20;20.37;22.68;25.10;27.62;30.22;32.88;35.56;38.25;40.93;43.57;46.16;48.68;51.12;53.47;55.73;57.89
SSP2;SDN;40.10;43.29;46.32;49.19;51.88;54.40;56.73;58.89;60.88;62.73;64.42;65.99;67.43;68.76;69.99;71.13;72.18;73.16;74.07
SSP2;SWZ;21.37;23.81;26.36;28.97;31.64;34.33;37.02;39.67;42.28;44.82;47.27;49.63;51.89;54.05;56.10;58.04;59.87;61.60;63.23
SSP2;SWE;84.68;85.93;87.04;88.05;88.95;89.77;90.52;91.20;91.82;92.38;92.90;93.38;93.81;94.22;94.59;94.93;95.25;95.55;95.82
SSP2;CHE;73.62;75.60;77.43;79.12;80.69;82.13;83.46;84.69;85.83;86.88;87.84;88.74;89.56;90.32;91.03;91.68;92.28;92.84;93.35
SSP2;SYR;55.74;58.90;61.65;64.05;66.15;67.99;69.59;71.01;72.26;73.38;74.36;75.25;76.04;76.75;77.39;77.97;78.50;78.98;79.42
SSP2;TJK;26.32;29.15;32.05;34.96;37.87;40.74;43.55;46.27;48.89;51.39;53.78;56.04;58.17;60.18;62.07;63.84;65.51;67.07;68.53
SSP2;MKD;59.31;62.69;65.57;68.04;70.16;71.98;73.56;74.94;76.14;77.20;78.14;78.97;79.71;80.38;80.98;81.52;82.01;82.45;82.86
SSP2;THA;33.96;36.92;39.86;42.76;45.58;48.31;50.94;53.45;55.84;58.10;60.24;62.25;64.15;65.93;67.60;69.16;70.63;72.00;73.29
SSP2;TLS;28.12;31.28;34.48;37.67;40.82;43.89;46.85;49.69;52.38;54.93;57.33;59.58;61.68;63.64;65.47;67.17;68.76;70.24;71.61
SSP2;TGO;43.44;46.97;50.26;53.31;56.10;58.65;60.97;63.08;64.99;66.73;68.31;69.75;71.06;72.26;73.36;74.37;75.29;76.14;76.92
SSP2;TTO;13.88;15.82;17.93;20.19;22.60;25.13;27.76;30.45;33.20;35.95;38.70;41.40;44.05;46.63;49.12;51.51;53.80;55.98;58.04
SSP2;TUN;67.28;69.06;70.76;72.38;73.92;75.39;76.78;78.10;79.35;80.54;81.66;82.72;83.72;84.66;85.55;86.39;87.19;87.93;88.64
SSP2;TUR;69.65;71.11;72.54;73.92;75.27;76.58;77.84;79.05;80.22;81.35;82.43;83.46;84.44;85.38;86.28;87.13;87.94;88.70;89.43
SSP2;TKM;49.50;52.73;55.70;58.41;60.88;63.12;65.16;67.00;68.67;70.20;71.58;72.84;74.00;75.06;76.03;76.92;77.74;78.50;79.20
SSP2;UGA;13.30;15.21;17.29;19.51;21.86;24.31;26.83;29.40;31.99;34.56;37.09;39.56;41.95;44.26;46.46;48.55;50.53;52.40;54.17
SSP2;UKR;68.79;70.61;72.33;73.95;75.47;76.91;78.26;79.52;80.71;81.83;82.88;83.86;84.79;85.66;86.47;87.24;87.96;88.64;89.28
SSP2;ARE;84.05;85.35;86.56;87.68;88.72;89.68;90.56;91.38;92.12;92.81;93.44;94.02;94.55;95.04;95.48;95.88;96.25;96.59;96.90
SSP2;GBR;79.64;81.70;83.41;84.85;86.08;87.13;88.05;88.85;89.56;90.19;90.75;91.25;91.71;92.12;92.49;92.83;93.15;93.44;93.70
SSP2;TZA;26.38;29.22;32.11;35.03;37.94;40.81;43.61;46.33;48.95;51.46;53.84;56.10;58.23;60.24;62.13;63.91;65.57;67.13;68.60
SSP2;USA;82.29;83.72;85.06;86.31;87.48;88.56;89.56;90.48;91.33;92.11;92.83;93.49;94.09;94.64;95.14;95.60;96.01;96.39;96.74
SSP2;URY;92.48;93.00;93.48;93.94;94.36;94.76;95.12;95.47;95.79;96.09;96.37;96.63;96.87;97.10;97.31;97.50;97.68;97.85;98.00
SSP2;UZB;36.25;39.26;42.23;45.13;47.94;50.63;53.21;55.66;57.97;60.15;62.21;64.14;65.94;67.64;69.22;70.71;72.09;73.39;74.61
SSP2;VEN;93.35;94.55;95.54;96.36;97.03;97.58;98.03;98.40;98.70;98.94;99.14;99.30;99.44;99.54;99.63;99.70;99.76;99.80;99.84
SSP2;VNM;30.38;33.44;36.53;39.62;42.67;45.67;48.58;51.38;54.06;56.62;59.05;61.34;63.50;65.53;67.43;69.22;70.89;72.45;73.92
SSP2;YEM;31.80;35.21;38.57;41.83;44.96;47.93;50.72;53.33;55.76;58.01;60.09;62.00;63.77;65.40;66.90;68.28;69.56;70.74;71.83
SSP2;ZMB;35.70;38.78;41.82;44.80;47.67;50.43;53.07;55.58;57.94;60.17;62.27;64.23;66.07;67.80;69.40;70.91;72.31;73.63;74.86
SSP2;ZWE;38.25;41.29;44.25;47.12;49.88;52.51;55.02;57.38;59.61;61.70;63.67;65.50;67.22;68.83;70.33;71.74;73.05;74.28;75.42
SSP2;TON;23.43;26.13;28.90;31.72;34.54;37.33;40.08;42.74;45.31;47.77;50.11;52.33;54.42;56.39;58.24;59.98;61.60;63.12;64.54
SSP2;GRD;39.29;42.33;45.25;48.03;50.66;53.14;55.47;57.63;59.65;61.53;63.27;64.88;66.38;67.77;69.06;70.26;71.37;72.41;73.38
SSP2;ABW;46.87;50.28;53.45;56.38;59.07;61.53;63.78;65.83;67.69;69.39;70.95;72.37;73.67;74.87;75.96;76.97;77.90;78.77;79.56
SSP2;VCT;49.33;52.63;55.64;58.38;60.86;63.10;65.13;66.96;68.61;70.11;71.47;72.70;73.83;74.85;75.79;76.65;77.45;78.18;78.85
SSP2;VIR;95.27;96.51;97.48;98.22;98.75;99.13;99.40;99.59;99.72;99.81;99.87;99.91;99.94;99.96;99.97;99.98;99.99;99.99;99.99
SSP2;FSM;22.66;25.07;27.57;30.14;32.76;35.40;38.05;40.67;43.26;45.79;48.25;50.63;52.92;55.11;57.21;59.21;61.11;62.91;64.62
SSP2;STP;62.23;64.81;67.17;69.33;71.30;73.10;74.75;76.26;77.64;78.91;80.08;81.15;82.15;83.06;83.91;84.70;85.44;86.12;86.76
SSP2;LCA;27.97;31.34;34.67;37.90;40.98;43.88;46.60;49.11;51.41;53.53;55.46;57.21;58.81;60.27;61.59;62.80;63.90;64.90;65.82
SSP2;WSM;20.23;22.25;24.39;26.64;28.99;31.44;33.96;36.54;39.17;41.82;44.49;47.16;49.80;52.41;54.96;57.46;59.89;62.23;64.49
SSP2;GUM;93.17;95.46;96.44;97.00;97.36;97.61;97.80;97.94;98.05;98.14;98.22;98.28;98.33;98.37;98.41;98.44;98.47;98.49;98.51
SSP2;MYT;50.08;53.49;56.56;59.29;61.72;63.88;65.80;67.51;69.04;70.40;71.63;72.73;73.72;74.62;75.43;76.17;76.84;77.46;78.02
SSP2;GUF;76.35;78.04;79.73;81.39;83.02;84.60;86.12;87.55;88.91;90.17;91.33;92.39;93.35;94.21;94.98;95.66;96.26;96.79;97.25
SSP2;VUT;25.56;28.59;31.67;34.75;37.80;40.78;43.65;46.40;49.01;51.47;53.78;55.94;57.96;59.84;61.58;63.20;64.71;66.10;67.40
SSP2;NCL;57.36;60.28;62.84;65.10;67.10;68.85;70.41;71.79;73.02;74.12;75.11;76.00;76.80;77.53;78.19;78.79;79.33;79.84;80.30
SSP2;BRB;44.47;47.94;51.17;54.14;56.86;59.34;61.60;63.65;65.51;67.20;68.74;70.14;71.41;72.58;73.64;74.62;75.52;76.35;77.11
SSP2;PYF;51.44;54.86;57.91;60.61;63.01;65.14;67.02;68.70;70.19;71.52;72.72;73.79;74.75;75.63;76.42;77.14;77.80;78.40;78.94
SSP2;BLZ;52.25;55.56;58.49;61.07;63.35;65.35;67.13;68.69;70.08;71.32;72.42;73.41;74.30;75.10;75.83;76.48;77.08;77.62;78.11
SSP2;MDV;40.10;44.21;48.03;51.52;54.68;57.52;60.06;62.33;64.35;66.17;67.79;69.24;70.54;71.72;72.78;73.74;74.62;75.41;76.13
SSP2;ISL;93.42;95.87;96.78;97.28;97.60;97.81;97.97;98.09;98.18;98.25;98.31;98.36;98.40;98.43;98.46;98.48;98.50;98.51;98.53
SSP2;BHS;84.10;86.54;88.31;89.65;90.70;91.53;92.22;92.79;93.27;93.68;94.04;94.35;94.63;94.87;95.08;95.28;95.45;95.61;95.76
SSP2;MTQ;89.05;91.06;92.47;93.51;94.31;94.94;95.46;95.88;96.24;96.54;96.81;97.03;97.24;97.41;97.57;97.72;97.84;97.96;98.07
SSP2;BRN;75.65;77.81;79.76;81.54;83.15;84.61;85.94;87.14;88.23;89.23;90.13;90.96;91.71;92.40;93.02;93.59;94.12;94.59;95.03
SSP2;MLT;94.67;96.11;97.03;97.67;98.13;98.47;98.74;98.95;99.12;99.26;99.38;99.47;99.55;99.61;99.67;99.72;99.76;99.79;99.82
SSP2;GLP;98.41;99.62;99.75;99.81;99.85;99.88;99.90;99.92;99.93;99.94;99.95;99.95;99.96;99.96;99.97;99.97;99.97;99.98;99.98
SSP2;LUX;85.19;86.67;88.04;89.29;90.44;91.47;92.42;93.27;94.03;94.71;95.33;95.87;96.36;96.79;97.17;97.51;97.81;98.08;98.31
SSP2;CPV;61.09;63.91;66.48;68.80;70.90;72.81;74.54;76.12;77.55;78.86;80.05;81.15;82.16;83.08;83.94;84.73;85.46;86.14;86.77
SSP2;SUR;69.38;71.43;73.30;75.02;76.60;78.05;79.39;80.62;81.75;82.80;83.77;84.67;85.50;86.27;87.00;87.67;88.29;88.88;89.43
SSP2;SLB;18.55;20.56;22.69;24.95;27.32;29.79;32.34;34.95;37.62;40.31;43.01;45.71;48.38;51.01;53.58;56.09;58.52;60.86;63.12
SSP2;MAC;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
SSP2;MNE;61.46;64.07;66.47;68.68;70.70;72.55;74.25;75.81;77.25;78.57;79.79;80.91;81.94;82.90;83.79;84.62;85.39;86.11;86.77
SSP2;COM;28.19;31.40;34.59;37.68;40.65;43.47;46.12;48.59;50.88;52.98;54.92;56.70;58.33;59.82;61.19;62.44;63.59;64.64;65.60
SSP2;GNQ;39.70;42.79;45.74;48.53;51.14;53.57;55.84;57.93;59.86;61.65;63.29;64.81;66.21;67.50;68.69;69.79;70.81;71.76;72.64
SSP2;BTN;34.71;38.64;42.37;45.86;49.06;51.98;54.62;57.00;59.13;61.05;62.76;64.30;65.69;66.94;68.06;69.08;70.00;70.83;71.59
SSP2;GUY;28.60;31.85;35.05;38.15;41.13;43.94;46.57;49.02;51.28;53.36;55.28;57.03;58.63;60.09;61.43;62.66;63.78;64.80;65.74
SSP2;BHR;88.61;90.38;91.71;92.75;93.58;94.26;94.82;95.30;95.71;96.06;96.37;96.64;96.88;97.09;97.29;97.46;97.62;97.76;97.89
SSP2;REU;94.01;96.68;97.56;98.03;98.32;98.53;98.68;98.79;98.88;98.96;99.02;99.07;99.11;99.15;99.18;99.21;99.23;99.25;99.27
SSP2;FJI;51.86;55.51;58.69;61.43;63.80;65.86;67.64;69.19;70.55;71.74;72.79;73.72;74.54;75.28;75.93;76.52;77.05;77.52;77.95
SSP2;DJI;76.23;77.93;79.62;81.29;82.92;84.50;86.01;87.45;88.80;90.06;91.22;92.28;93.24;94.11;94.88;95.57;96.17;96.70;97.17
SSP2;KWT;98.38;99.61;99.74;99.81;99.85;99.88;99.90;99.92;99.93;99.94;99.95;99.95;99.96;99.96;99.97;99.97;99.97;99.98;99.98
SSP2;PRI;98.79;99.72;99.80;99.85;99.87;99.89;99.91;99.92;99.93;99.94;99.94;99.95;99.95;99.95;99.96;99.96;99.96;99.97;99.97
SSP2;SGP;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
SSP2;HKG;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
SSP3;AFG;22.60;23.67;24.74;25.80;26.87;27.93;28.98;30.01;31.03;32.04;33.02;33.99;34.93;35.85;36.75;37.63;38.47;39.30;40.10
SSP3;ALB;51.91;53.34;54.70;56.02;57.27;58.48;59.63;60.73;61.78;62.79;63.75;64.67;65.55;66.38;67.19;67.95;68.69;69.39;70.06
SSP3;DZA;66.50;67.92;68.99;69.79;70.40;70.87;71.22;71.50;71.71;71.88;72.01;72.11;72.19;72.25;72.30;72.34;72.37;72.39;72.41
SSP3;AGO;58.50;60.01;61.37;62.57;63.66;64.63;65.50;66.28;66.99;67.63;68.20;68.73;69.20;69.63;70.02;70.38;70.70;71.00;71.27
SSP3;ARG;92.39;93.29;94.08;94.79;95.42;95.97;96.46;96.89;97.28;97.61;97.91;98.16;98.39;98.59;98.77;98.92;99.06;99.17;99.28
SSP3;ARM;64.19;65.92;67.23;68.24;69.02;69.64;70.12;70.49;70.79;71.03;71.22;71.37;71.49;71.59;71.66;71.72;71.77;71.81;71.85
SSP3;AUS;89.11;89.96;90.75;91.49;92.17;92.80;93.39;93.93;94.43;94.89;95.31;95.70;96.06;96.39;96.69;96.97;97.23;97.46;97.68
SSP3;AUT;67.55;68.29;68.83;69.23;69.53;69.76;69.92;70.05;70.15;70.22;70.27;70.32;70.35;70.37;70.39;70.40;70.41;70.42;70.43
SSP3;AZE;51.93;52.77;53.62;54.47;55.32;56.18;57.03;57.89;58.75;59.61;60.47;61.32;62.18;63.03;63.88;64.73;65.57;66.41;67.24
SSP3;BGD;28.07;29.35;30.64;31.92;33.20;34.48;35.74;37.00;38.23;39.45;40.66;41.84;42.99;44.13;45.23;46.32;47.37;48.40;49.40
SSP3;BLR;74.70;75.33;75.92;76.48;76.99;77.48;77.93;78.35;78.75;79.12;79.48;79.81;80.12;80.42;80.70;80.96;81.21;81.45;81.67
SSP3;BEL;97.41;97.55;97.68;97.80;97.92;98.03;98.13;98.23;98.33;98.41;98.50;98.58;98.65;98.73;98.79;98.86;98.92;98.98;99.03
SSP3;BEN;42.04;42.33;42.63;42.95;43.29;43.66;44.04;44.46;44.90;45.37;45.87;46.41;46.98;47.59;48.23;48.93;49.66;50.45;51.28
SSP3;BOL;66.55;67.41;68.07;68.59;69.00;69.32;69.57;69.77;69.93;70.05;70.15;70.23;70.29;70.34;70.38;70.41;70.43;70.45;70.47
SSP3;BIH;48.62;49.74;50.82;51.86;52.85;53.80;54.70;55.57;56.41;57.20;57.96;58.69;59.38;60.05;60.68;61.29;61.87;62.42;62.96
SSP3;BWA;61.13;62.75;64.04;65.07;65.89;66.56;67.10;67.54;67.90;68.20;68.44;68.64;68.80;68.93;69.04;69.13;69.21;69.27;69.32
SSP3;BRA;86.53;87.73;88.71;89.53;90.22;90.81;91.32;91.77;92.16;92.50;92.81;93.09;93.34;93.56;93.77;93.95;94.12;94.28;94.42
SSP3;BGR;71.46;72.33;73.08;73.71;74.25;74.72;75.13;75.48;75.78;76.04;76.27;76.48;76.65;76.81;76.94;77.06;77.16;77.26;77.34
SSP3;BFA;25.69;28.04;30.28;32.39;34.34;36.14;37.77;39.25;40.57;41.76;42.82;43.76;44.59;45.33;45.99;46.57;47.08;47.53;47.93
SSP3;BDI;11.00;12.48;13.94;15.36;16.70;17.94;19.05;20.04;20.91;21.65;22.29;22.83;23.28;23.66;23.97;24.23;24.45;24.62;24.77
SSP3;KHM;20.11;21.10;22.09;23.08;24.07;25.05;26.03;26.99;27.95;28.88;29.80;30.70;31.58;32.44;33.27;34.09;34.87;35.63;36.37
SSP3;CMR;58.40;59.87;61.20;62.42;63.52;64.53;65.45;66.28;67.05;67.74;68.38;68.97;69.51;70.01;70.46;70.88;71.27;71.63;71.96
SSP3;CAN;80.58;82.29;83.85;85.28;86.59;87.78;88.86;89.85;90.76;91.58;92.33;93.01;93.63;94.20;94.72;95.18;95.61;96.00;96.36
SSP3;CAF;38.94;39.64;40.33;41.03;41.72;42.42;43.12;43.81;44.50;45.19;45.88;46.57;47.26;47.94;48.62;49.30;49.97;50.64;51.31
SSP3;TCD;27.63;28.97;30.30;31.62;32.92;34.19;35.44;36.67;37.86;39.02;40.14;41.23;42.29;43.31;44.29;45.23;46.14;47.02;47.85
SSP3;CHL;89.00;90.24;91.35;92.34;93.23;94.02;94.73;95.35;95.91;96.40;96.83;97.22;97.55;97.85;98.11;98.35;98.55;98.73;98.88
SSP3;CHN;46.96;49.16;51.07;52.74;54.18;55.44;56.52;57.46;58.28;58.99;59.60;60.14;60.61;61.02;61.37;61.68;61.96;62.19;62.40
SSP3;COL;75.07;75.39;75.75;76.15;76.59;77.07;77.60;78.18;78.81;79.50;80.24;81.03;81.88;82.78;83.71;84.69;85.70;86.72;87.76
SSP3;COG;62.12;63.36;64.41;65.29;66.04;66.67;67.20;67.66;68.05;68.39;68.67;68.92;69.13;69.31;69.47;69.61;69.72;69.82;69.91
SSP3;CRI;64.42;66.01;67.21;68.12;68.82;69.35;69.76;70.08;70.34;70.53;70.68;70.80;70.90;70.97;71.03;71.08;71.11;71.14;71.16
SSP3;CIV;50.56;51.68;52.78;53.85;54.89;55.91;56.89;57.86;58.79;59.70;60.58;61.43;62.27;63.07;63.85;64.61;65.35;66.06;66.76
SSP3;HRV;57.74;58.99;60.13;61.18;62.14;63.02;63.84;64.58;65.27;65.90;66.48;67.02;67.52;67.98;68.40;68.80;69.16;69.50;69.82
SSP3;CUB;75.23;75.51;75.81;76.13;76.46;76.81;77.18;77.56;77.95;78.37;78.80;79.25;79.71;80.19;80.68;81.19;81.72;82.25;82.80
SSP3;CYP;70.32;70.87;71.36;71.81;72.21;72.58;72.92;73.22;73.50;73.75;73.99;74.20;74.39;74.57;74.73;74.88;75.02;75.15;75.26
SSP3;CZE;73.54;74.26;74.91;75.50;76.05;76.55;77.01;77.43;77.82;78.18;78.52;78.83;79.11;79.38;79.63;79.86;80.07;80.27;80.46
SSP3;PRK;60.22;61.23;62.21;63.15;64.05;64.91;65.74;66.53;67.30;68.03;68.74;69.41;70.06;70.69;71.29;71.87;72.42;72.96;73.47
SSP3;COD;35.22;35.69;36.19;36.70;37.24;37.81;38.40;39.02;39.66;40.34;41.05;41.79;42.56;43.37;44.22;45.10;46.03;47.00;48.01
SSP3;DNK;86.87;88.00;88.90;89.63;90.23;90.73;91.16;91.52;91.84;92.11;92.35;92.56;92.75;92.91;93.06;93.19;93.31;93.42;93.51
SSP3;DOM;69.18;69.73;70.19;70.59;70.93;71.22;71.47;71.69;71.87;72.03;72.17;72.29;72.39;72.48;72.56;72.63;72.68;72.74;72.78
SSP3;ECU;66.95;68.03;68.84;69.44;69.90;70.25;70.51;70.71;70.86;70.98;71.07;71.14;71.20;71.24;71.27;71.29;71.31;71.33;71.34
SSP3;EGY;43.40;43.74;44.10;44.47;44.86;45.27;45.70;46.15;46.62;47.12;47.64;48.18;48.76;49.35;49.98;50.64;51.33;52.05;52.81
SSP3;SLV;64.31;66.03;67.34;68.35;69.14;69.75;70.23;70.61;70.91;71.14;71.33;71.48;71.60;71.70;71.78;71.84;71.89;71.93;71.96
SSP3;ERI;21.58;22.53;23.54;24.58;25.68;26.82;28.02;29.27;30.57;31.93;33.35;34.82;36.35;37.94;39.59;41.29;43.05;44.87;46.73
SSP3;EST;69.49;69.92;70.29;70.61;70.89;71.12;71.33;71.50;71.66;71.79;71.90;72.00;72.08;72.16;72.22;72.28;72.33;72.37;72.40
SSP3;ETH;16.66;17.85;19.00;20.13;21.21;22.24;23.22;24.13;24.99;25.78;26.52;27.20;27.82;28.38;28.90;29.37;29.80;30.18;30.53
SSP3;FIN;85.09;86.23;87.28;88.24;89.13;89.94;90.68;91.37;92.00;92.58;93.12;93.62;94.07;94.50;94.89;95.25;95.59;95.90;96.18
SSP3;FRA;85.25;86.43;87.48;88.42;89.26;90.01;90.70;91.31;91.88;92.39;92.86;93.29;93.69;94.05;94.39;94.70;94.99;95.26;95.52
SSP3;GAB;86.03;87.68;88.76;89.50;90.04;90.44;90.74;90.97;91.15;91.29;91.41;91.49;91.57;91.62;91.67;91.71;91.74;91.76;91.78
SSP3;GMB;58.15;59.71;61.10;62.34;63.46;64.46;65.36;66.17;66.90;67.55;68.15;68.69;69.17;69.62;70.02;70.39;70.72;71.02;71.30
SSP3;GEO;52.75;53.68;54.58;55.44;56.26;57.04;57.79;58.51;59.19;59.85;60.47;61.07;61.64;62.19;62.71;63.21;63.68;64.14;64.58
SSP3;DEU;73.85;74.56;75.21;75.81;76.35;76.86;77.32;77.74;78.14;78.50;78.84;79.15;79.44;79.71;79.97;80.20;80.42;80.62;80.81
SSP3;GHA;51.47;52.73;53.90;54.98;55.99;56.91;57.77;58.57;59.30;59.98;60.61;61.20;61.74;62.24;62.71;63.14;63.54;63.92;64.27
SSP3;GRC;61.41;62.93;64.14;65.10;65.87;66.50;67.00;67.40;67.74;68.01;68.23;68.41;68.55;68.67;68.77;68.86;68.92;68.98;69.02
SSP3;GTM;49.46;50.62;51.74;52.80;53.80;54.76;55.68;56.54;57.37;58.15;58.89;59.60;60.27;60.91;61.51;62.09;62.63;63.16;63.65
SSP3;GIN;35.36;36.16;36.98;37.80;38.64;39.48;40.33;41.20;42.07;42.95;43.84;44.73;45.63;46.54;47.46;48.38;49.30;50.23;51.16
SSP3;GNB;30.00;30.83;31.67;32.52;33.38;34.26;35.14;36.04;36.95;37.86;38.79;39.72;40.67;41.62;42.57;43.54;44.50;45.48;46.45
SSP3;HTI;52.09;54.27;56.17;57.82;59.26;60.52;61.62;62.58;63.42;64.15;64.80;65.37;65.88;66.32;66.72;67.07;67.37;67.65;67.89
SSP3;HND;51.60;52.54;53.43;54.30;55.13;55.92;56.69;57.43;58.14;58.82;59.47;60.10;60.71;61.29;61.84;62.38;62.89;63.39;63.86
SSP3;HUN;68.10;68.84;69.42;69.86;70.20;70.47;70.68;70.85;70.98;71.08;71.16;71.22;71.27;71.31;71.34;71.36;71.38;71.40;71.41
SSP3;IND;30.01;30.84;31.67;32.53;33.39;34.26;35.15;36.05;36.95;37.87;38.80;39.73;40.67;41.62;42.58;43.54;44.51;45.48;46.46
SSP3;IDN;44.28;44.85;45.44;46.05;46.68;47.32;47.98;48.65;49.35;50.06;50.80;51.55;52.32;53.11;53.92;54.75;55.59;56.46;57.34
SSP3;IRN;70.75;71.34;71.87;72.35;72.79;73.19;73.55;73.88;74.19;74.47;74.72;74.96;75.17;75.37;75.55;75.72;75.87;76.02;76.15
SSP3;IRQ;66.17;67.28;68.16;68.88;69.45;69.92;70.30;70.61;70.87;71.08;71.25;71.39;71.51;71.61;71.69;71.76;71.81;71.86;71.89
SSP3;IRL;61.94;63.19;64.23;65.11;65.86;66.49;67.03;67.48;67.88;68.21;68.50;68.74;68.95;69.14;69.29;69.43;69.54;69.65;69.73
SSP3;ISR;91.85;92.02;92.19;92.35;92.51;92.66;92.81;92.96;93.11;93.25;93.39;93.53;93.67;93.80;93.93;94.06;94.18;94.31;94.43
SSP3;ITA;68.36;69.14;69.76;70.26;70.65;70.97;71.23;71.43;71.60;71.73;71.84;71.93;72.00;72.06;72.11;72.15;72.18;72.20;72.23
SSP3;JAM;52.01;52.96;53.88;54.78;55.65;56.49;57.30;58.09;58.85;59.59;60.31;61.00;61.67;62.32;62.94;63.55;64.13;64.70;65.25
SSP3;JPN;66.83;67.70;68.36;68.86;69.25;69.55;69.77;69.95;70.09;70.20;70.28;70.34;70.39;70.43;70.46;70.49;70.50;70.52;70.53
SSP3;JOR;78.53;79.44;80.42;81.46;82.55;83.67;84.83;86.01;87.20;88.37;89.52;90.63;91.68;92.67;93.59;94.43;95.19;95.87;96.47
SSP3;KAZ;58.51;60.11;61.54;62.80;63.93;64.94;65.84;66.65;67.37;68.02;68.60;69.13;69.61;70.04;70.43;70.78;71.10;71.39;71.66
SSP3;KEN;22.18;23.29;24.41;25.54;26.67;27.79;28.91;30.03;31.13;32.22;33.29;34.34;35.38;36.39;37.38;38.35;39.29;40.21;41.10
SSP3;KGZ;34.55;35.32;36.11;36.91;37.72;38.55;39.40;40.26;41.13;42.02;42.92;43.83;44.76;45.70;46.65;47.62;48.59;49.58;50.57
SSP3;LAO;33.18;34.13;35.06;35.99;36.90;37.80;38.69;39.57;40.43;41.27;42.10;42.92;43.72;44.50;45.26;46.01;46.74;47.46;48.16
SSP3;LVA;67.72;68.45;68.99;69.39;69.68;69.90;70.07;70.19;70.29;70.36;70.41;70.45;70.48;70.50;70.52;70.53;70.54;70.55;70.56
SSP3;LBN;87.24;88.26;89.10;89.80;90.40;90.91;91.36;91.75;92.09;92.39;92.66;92.91;93.13;93.32;93.50;93.67;93.82;93.96;94.08
SSP3;LSO;26.88;28.04;29.22;30.41;31.61;32.82;34.03;35.25;36.47;37.69;38.91;40.12;41.33;42.53;43.72;44.91;46.07;47.23;48.37
SSP3;LBR;47.82;48.68;49.53;50.37;51.20;52.02;52.82;53.61;54.39;55.16;55.91;56.65;57.37;58.08;58.78;59.47;60.14;60.80;61.45
SSP3;LBY;77.89;78.83;79.84;80.91;82.04;83.21;84.42;85.65;86.88;88.11;89.30;90.46;91.56;92.59;93.54;94.41;95.19;95.89;96.50
SSP3;LTU;66.98;67.81;68.44;68.92;69.29;69.58;69.80;69.97;70.11;70.21;70.29;70.36;70.41;70.44;70.47;70.50;70.52;70.53;70.54
SSP3;MDG;30.19;31.10;32.02;32.95;33.90;34.86;35.84;36.83;37.82;38.83;39.85;40.88;41.91;42.95;44.00;45.05;46.11;47.17;48.24
SSP3;MWI;19.77;20.79;21.82;22.84;23.87;24.88;25.89;26.89;27.87;28.83;29.78;30.70;31.60;32.48;33.33;34.15;34.95;35.72;36.46
SSP3;MYS;72.17;73.03;73.80;74.50;75.13;75.70;76.23;76.70;77.14;77.54;77.91;78.25;78.56;78.84;79.11;79.35;79.58;79.79;79.98
SSP3;MLI;35.86;36.65;37.44;38.23;39.02;39.81;40.59;41.38;42.16;42.93;43.71;44.48;45.24;46.00;46.75;47.50;48.24;48.98;49.71
SSP3;MRT;41.43;41.57;41.73;41.91;42.11;42.34;42.61;42.90;43.24;43.62;44.05;44.55;45.11;45.74;46.47;47.29;48.23;49.29;50.51
SSP3;MUS;41.84;41.92;42.00;42.10;42.21;42.33;42.46;42.61;42.78;42.96;43.16;43.39;43.63;43.91;44.22;44.56;44.94;45.36;45.83
SSP3;MEX;77.83;78.55;79.35;80.22;81.17;82.19;83.29;84.44;85.63;86.86;88.10;89.33;90.53;91.67;92.76;93.76;94.67;95.48;96.20
SSP3;MNG;62.03;63.27;64.32;65.20;65.94;66.57;67.11;67.57;67.96;68.29;68.58;68.83;69.04;69.22;69.38;69.51;69.63;69.73;69.82
SSP3;MAR;58.24;59.71;61.05;62.26;63.37;64.37;65.29;66.12;66.89;67.59;68.23;68.81;69.35;69.85;70.30;70.73;71.11;71.47;71.80
SSP3;MOZ;38.43;40.15;41.73;43.20;44.55;45.78;46.91;47.94;48.88;49.73;50.51;51.22;51.87;52.45;52.99;53.47;53.91;54.31;54.68
SSP3;MMR;33.65;34.47;35.30;36.14;36.99;37.84;38.70;39.56;40.42;41.29;42.16;43.04;43.91;44.79;45.67;46.55;47.43;48.31;49.18
SSP3;NAM;37.98;38.93;39.84;40.73;41.59;42.42;43.22;43.99;44.74;45.45;46.14;46.80;47.43;48.04;48.62;49.18;49.71;50.23;50.72
